"{""a_max"":0.8",acc_x_max:10,acc_y_max:10,control_mode:1,damping_ratio:1.414,deadzone_position:0.002,deadzone_velocity:0.0,drawing_force_threshold_high:-0.5,drawing_force_threshold_low:-1.5,driving_force:5,"ds_system_file:""../generated_ds/Worm_Final.onnx""",dz:0.0,eigen_0:150,eigen_1:300,experiment_timelimit:30,initial_cartesian_pose:[0.643059,-0.0290891,-0.765251,0,-0.00427042,-0.999389,0.0344007,0,-0.7658,-0.0188541,-0.642803,0,0.193434,-0.0365801,0.068766,1],initial_joint_pose:[0.31301,0.194648,-0.38795,-2.74978,-0.0270625,2.06228,0.727268],initial_x_ds:-0.98,initial_y_ds:-0.05,max_tank_level:100000,maximum_force:15,maximum_iteration_no:80,move_to_paper_start_time:5,"output_filename:""../result/Recording_""",randomize_initial_pose:false,randomize_radius:0.03,"robot_ip:""192.168.3.100""",rotational_stiffness:[80,80,80],system_scale:4,target_x_ds:0,target_y_ds:0,time_step:0.001,translational_stiffness:[0,0,500],use_gripper:false,v_max:0.15,v_x_max:1,v_y_max:1,velocity_scale:2,z_elevation:0.0}
12044589,0.270016,0.708884,-0.316828,-1.851694,0.099743,1.617435,0.663079,0.613588,-0.028168,-0.789112,0,0.018913,-0.998543,0.050351,0,-0.789395,-0.04582,-0.612173,0,0.438063,-0.02383,0.061644,1,-0.001485,0.001002,0.011912,-0.004021,-0.605244,-0.494075,-1.11806,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044590,0.270013,0.708889,-0.316825,-1.851689,0.099744,1.617438,0.663082,0.61359,-0.028171,-0.78911,0,0.018911,-0.998543,0.050353,0,-0.789394,-0.04582,-0.612175,0,0.438064,-0.02383,0.061642,1,-0.001479,0.001001,0.011868,-0.004021,-0.604998,-0.530525,-1.103348,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044591,0.270013,0.708887,-0.316824,-1.851694,0.099741,1.61744,0.663084,0.613588,-0.028173,-0.789111,0,0.018912,-0.998543,0.050355,0,-0.789395,-0.045822,-0.612173,0,0.438063,-0.02383,0.061642,1,-0.001486,0.001,0.011912,-0.004012,-0.611603,-0.558417,-1.058703,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044592,0.270019,0.70889,-0.316827,-1.851692,0.099743,1.617437,0.663085,0.613587,-0.028173,-0.789113,0,0.018914,-0.998543,0.050357,0,-0.789396,-0.045824,-0.612171,0,0.438063,-0.023829,0.061642,1,-0.001485,0.001006,0.011916,-0.004043,-0.622012,-0.572113,-0.998385,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044593,0.270014,0.708887,-0.316831,-1.851689,0.099744,1.617436,0.663078,0.61359,-0.028172,-0.78911,0,0.01891,-0.998543,0.050353,0,-0.789393,-0.045819,-0.612175,0,0.438065,-0.023832,0.061644,1,-0.001478,0.000992,0.011848,-0.003973,-0.633165,-0.565155,-0.947661,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044594,0.270015,0.708884,-0.316833,-1.851689,0.099744,1.617434,0.663078,0.613591,-0.028172,-0.789109,0,0.01891,-0.998543,0.050353,0,-0.789393,-0.045819,-0.612176,0,0.438065,-0.023832,0.061645,1,-0.001476,0.000992,0.011837,-0.003975,-0.644016,-0.53927,-0.919466,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044595,0.270021,0.708887,-0.31683,-1.851692,0.099747,1.617439,0.663077,0.613591,-0.028167,-0.789109,0,0.018915,-0.998543,0.05035,0,-0.789393,-0.045821,-0.612176,0,0.438064,-0.023828,0.061643,1,-0.00148,0.001007,0.011875,-0.004055,-0.651932,-0.50958,-0.911686,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044596,0.270019,0.708882,-0.316829,-1.851692,0.099745,1.617436,0.663078,0.613592,-0.028167,-0.789109,0,0.018915,-0.998543,0.05035,0,-0.789392,-0.045821,-0.612176,0,0.438064,-0.023829,0.061645,1,-0.001478,0.001006,0.011864,-0.00405,-0.65546,-0.488067,-0.91536,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044597,0.270019,0.708886,-0.316828,-1.851692,0.099746,1.617436,0.663085,0.613589,-0.028174,-0.789111,0,0.01891,-0.998543,0.050355,0,-0.789395,-0.04582,-0.612174,0,0.438063,-0.023828,0.061643,1,-0.001482,0.001008,0.011896,-0.004056,-0.655458,-0.473762,-0.925949,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044598,0.270021,0.708879,-0.316828,-1.851689,0.099748,1.617439,0.663085,0.613598,-0.02817,-0.789104,0,0.018912,-0.998543,0.050352,0,-0.789387,-0.045821,-0.612183,0,0.438067,-0.023826,0.061646,1,-0.001469,0.001016,0.011805,-0.004116,-0.653124,-0.46482,-0.942717,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044599,0.270019,0.708884,-0.316828,-1.851688,0.099749,1.617436,0.66308,0.613594,-0.028167,-0.789107,0,0.018912,-0.998543,0.050349,0,-0.789391,-0.045818,-0.612179,0,0.438066,-0.023827,0.061645,1,-0.001473,0.001012,0.011831,-0.004086,-0.649575,-0.461502,-0.966065,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044600,0.270021,0.708887,-0.316825,-1.851694,0.099749,1.617439,0.663079,0.613589,-0.028164,-0.789111,0,0.018917,-0.998543,0.050347,0,-0.789394,-0.045821,-0.612174,0,0.438063,-0.023825,0.061642,1,-0.001484,0.001019,0.011923,-0.004118,-0.649747,-0.463203,-0.993449,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044601,0.270016,0.708884,-0.316828,-1.851694,0.099748,1.617439,0.663075,0.613591,-0.028165,-0.789109,0,0.018913,-0.998543,0.050346,0,-0.789393,-0.045817,-0.612176,0,0.438064,-0.023829,0.061643,1,-0.001482,0.001005,0.011889,-0.004041,-0.658166,-0.46819,-1.024329,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044602,0.270016,0.708882,-0.316825,-1.851689,0.099744,1.617438,0.66308,0.613595,-0.028166,-0.789106,0,0.018915,-0.998543,0.05035,0,-0.78939,-0.045821,-0.61218,0,0.438066,-0.023828,0.061645,1,-0.001472,0.001009,0.011824,-0.004071,-0.671804,-0.471794,-1.061253,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044603,0.270021,0.708882,-0.316823,-1.851689,0.099744,1.617435,0.663079,0.613593,-0.028159,-0.789108,0,0.018923,-0.998543,0.050347,0,-0.789391,-0.045826,-0.612177,0,0.438065,-0.023824,0.061645,1,-0.001474,0.001023,0.011851,-0.004147,-0.685101,-0.477242,-1.100074,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044604,0.270016,0.708889,-0.31683,-1.851692,0.099747,1.617436,0.663079,0.613587,-0.028172,-0.789112,0,0.018909,-0.998543,0.050352,0,-0.789396,-0.045818,-0.612172,0,0.438063,-0.023831,0.061642,1,-0.001485,0.000998,0.011907,-0.004,-0.695397,-0.484806,-1.12911,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044605,0.270019,0.708879,-0.31683,-1.851694,0.099748,1.617439,0.663077,0.613594,-0.028166,-0.789107,0,0.018912,-0.998543,0.050347,0,-0.78939,-0.045817,-0.61218,0,0.438065,-0.023829,0.061645,1,-0.001477,0.001005,0.011857,-0.004047,-0.700459,-0.485419,-1.145796,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044606,0.270016,0.708881,-0.316833,-1.851694,0.099746,1.617436,0.663074,0.613591,-0.028168,-0.789109,0,0.01891,-0.998543,0.050348,0,-0.789393,-0.045816,-0.612176,0,0.438064,-0.023832,0.061645,1,-0.001481,0.000994,0.01187,-0.003985,-0.698882,-0.47885,-1.160411,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044607,0.270013,0.708879,-0.316828,-1.851687,0.099746,1.617434,0.663074,0.613596,-0.028163,-0.789106,0,0.018912,-0.998543,0.050344,0,-0.789389,-0.045815,-0.612181,0,0.438067,-0.02383,0.061647,1,-0.001469,0.001002,0.011789,-0.004039,-0.691787,-0.470504,-1.188164,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044608,0.270016,0.708884,-0.316828,-1.851692,0.099744,1.617438,0.663076,0.613591,-0.028165,-0.789109,0,0.018915,-0.998543,0.050349,0,-0.789392,-0.045821,-0.612176,0,0.438064,-0.02383,0.061644,1,-0.001479,0.001002,0.011867,-0.00403,-0.679858,-0.465877,-1.235104,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044609,0.270013,0.708881,-0.316825,-1.851694,0.099744,1.617437,0.66308,0.613591,-0.028169,-0.789109,0,0.018911,-0.998543,0.050349,0,-0.789393,-0.045818,-0.612176,0,0.438064,-0.023829,0.061644,1,-0.001482,0.001003,0.011888,-0.004033,-0.663542,-0.467082,-1.284338,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044610,0.270013,0.708886,-0.316825,-1.851694,0.099747,1.617439,0.66308,0.613588,-0.028169,-0.789111,0,0.01891,-0.998543,0.050349,0,-0.789395,-0.045816,-0.612174,0,0.438063,-0.023829,0.061642,1,-0.001486,0.001004,0.011916,-0.004031,-0.645585,-0.47069,-1.318129,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044611,0.270016,0.708883,-0.316828,-1.851692,0.099745,1.617436,0.663079,0.613591,-0.028169,-0.78911,0,0.018913,-0.998543,0.050351,0,-0.789393,-0.04582,-0.612176,0,0.438064,-0.023829,0.061644,1,-0.00148,0.001003,0.011872,-0.004035,-0.629328,-0.474855,-1.33533,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044612,0.270017,0.708884,-0.316828,-1.851686,0.099744,1.617435,0.663079,0.613594,-0.028167,-0.789107,0,0.018914,-0.998543,0.05035,0,-0.789391,-0.045821,-0.612179,0,0.438066,-0.023829,0.061645,1,-0.001471,0.001005,0.011811,-0.004051,-0.617219,-0.48134,-1.344913,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044613,0.270016,0.708887,-0.31683,-1.851694,0.099748,1.617439,0.663071,0.613589,-0.028164,-0.789111,0,0.018913,-0.998543,0.050345,0,-0.789394,-0.045816,-0.612174,0,0.438063,-0.023831,0.061642,1,-0.001485,0.000998,0.011902,-0.004003,-0.609704,-0.489722,-1.34899,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044614,0.270015,0.70889,-0.316825,-1.851692,0.099745,1.61744,0.663071,0.613588,-0.028159,-0.789112,0,0.018919,-0.998543,0.050344,0,-0.789395,-0.04582,-0.612173,0,0.438063,-0.023829,0.061641,1,-0.001485,0.001005,0.011912,-0.004038,-0.605013,-0.496416,-1.339623,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044615,0.270014,0.708886,-0.316828,-1.851689,0.099744,1.617437,0.663076,0.613591,-0.028167,-0.789109,0,0.018913,-0.998543,0.050349,0,-0.789393,-0.045819,-0.612176,0,0.438065,-0.02383,0.061643,1,-0.001478,0.000998,0.011853,-0.00401,-0.602196,-0.500234,-1.319383,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044616,0.270015,0.708885,-0.316828,-1.851692,0.099744,1.617436,0.663078,0.613589,-0.028168,-0.789111,0,0.018913,-0.998543,0.05035,0,-0.789394,-0.04582,-0.612174,0,0.438064,-0.02383,0.061644,1,-0.001482,0.001001,0.011885,-0.004021,-0.600642,-0.501185,-1.299126,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044617,0.270018,0.708882,-0.316828,-1.851692,0.099744,1.617438,0.663079,0.613593,-0.028167,-0.789108,0,0.018915,-0.998543,0.05035,0,-0.789391,-0.045822,-0.612178,0,0.438065,-0.023828,0.061645,1,-0.001476,0.001007,0.011852,-0.004058,-0.598672,-0.500804,-1.28223,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044618,0.270016,0.708887,-0.31683,-1.851692,0.099747,1.61744,0.663077,0.613592,-0.028169,-0.789109,0,0.018912,-0.998543,0.05035,0,-0.789392,-0.045819,-0.612177,0,0.438064,-0.02383,0.061642,1,-0.001479,0.001,0.011867,-0.004015,-0.59645,-0.501626,-1.264924,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044619,0.270018,0.708887,-0.316823,-1.851694,0.099748,1.617439,0.663074,0.613588,-0.028159,-0.789112,0,0.018918,-0.998543,0.050343,0,-0.789395,-0.045819,-0.612174,0,0.438063,-0.023826,0.061642,1,-0.001485,0.001016,0.011927,-0.0041,-0.594945,-0.504693,-1.241541,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044620,0.270021,0.708886,-0.316828,-1.851692,0.099748,1.617435,0.663074,0.613588,-0.028161,-0.789112,0,0.018918,-0.998543,0.050345,0,-0.789395,-0.045821,-0.612173,0,0.438063,-0.023827,0.061643,1,-0.001483,0.001014,0.011904,-0.004088,-0.593733,-0.510208,-1.214517,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044621,0.270014,0.708885,-0.316828,-1.851691,0.099748,1.617436,0.663077,0.61359,-0.028168,-0.78911,0,0.018909,-0.998543,0.050347,0,-0.789394,-0.045815,-0.612175,0,0.438064,-0.02383,0.061644,1,-0.00148,0.001002,0.011875,-0.004027,-0.593685,-0.513503,-1.192772,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044622,0.270021,0.70889,-0.316825,-1.851698,0.099746,1.617436,0.663076,0.613581,-0.028162,-0.789117,0,0.018919,-0.998543,0.050347,0,-0.789401,-0.045822,-0.612166,0,0.43806,-0.023826,0.06164,1,-0.001498,0.001015,0.012015,-0.004079,-0.594892,-0.512282,-1.173219,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044623,0.270016,0.708887,-0.316833,-1.851696,0.099744,1.617438,0.663077,0.613586,-0.028173,-0.789113,0,0.01891,-0.998543,0.050354,0,-0.789397,-0.045819,-0.612171,0,0.438061,-0.023833,0.061642,1,-0.00149,0.00099,0.011937,-0.003954,-0.595249,-0.508072,-1.149666,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044624,0.270021,0.70889,-0.316825,-1.851692,0.099744,1.61744,0.663075,0.613588,-0.02816,-0.789112,0,0.018923,-0.998543,0.050348,0,-0.789395,-0.045826,-0.612173,0,0.438063,-0.023827,0.061641,1,-0.001485,0.001014,0.011919,-0.004087,-0.595524,-0.502839,-1.126392,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044625,0.270021,0.708882,-0.31683,-1.851692,0.099747,1.617438,0.663077,0.613594,-0.028165,-0.789107,0,0.018916,-0.998543,0.050349,0,-0.78939,-0.045821,-0.612179,0,0.438065,-0.023828,0.061645,1,-0.001476,0.001008,0.011848,-0.004065,-0.596727,-0.502246,-1.110623,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044626,0.270016,0.708887,-0.316831,-1.851689,0.099748,1.617435,0.663077,0.61359,-0.02817,-0.78911,0,0.018909,-0.998543,0.05035,0,-0.789394,-0.045816,-0.612175,0,0.438064,-0.02383,0.061644,1,-0.001478,0.001,0.011859,-0.00402,-0.598464,-0.503568,-1.105529,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044627,0.270016,0.708885,-0.316826,-1.851689,0.099745,1.617436,0.663073,0.613591,-0.028161,-0.789109,0,0.018917,-0.998543,0.050345,0,-0.789393,-0.04582,-0.612176,0,0.438065,-0.023829,0.061644,1,-0.001476,0.001006,0.011851,-0.004053,-0.601608,-0.501473,-1.1048,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044628,0.270016,0.708884,-0.316831,-1.851699,0.099746,1.617435,0.663077,0.613584,-0.028171,-0.789114,0,0.018908,-0.998543,0.05035,0,-0.789398,-0.045816,-0.61217,0,0.43806,-0.023831,0.061643,1,-0.001494,0.000996,0.011971,-0.003981,-0.604337,-0.496072,-1.101178,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044629,0.270013,0.708881,-0.31683,-1.851695,0.099745,1.617439,0.663079,0.613593,-0.028172,-0.789108,0,0.018907,-0.998543,0.050351,0,-0.789392,-0.045815,-0.612178,0,0.438064,-0.023832,0.061645,1,-0.00148,0.000992,0.011866,-0.003974,-0.603421,-0.48548,-1.097347,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044630,0.270015,0.708887,-0.316828,-1.851691,0.099748,1.617435,0.663076,0.613588,-0.028167,-0.789112,0,0.01891,-0.998543,0.050347,0,-0.789395,-0.045816,-0.612173,0,0.438063,-0.023829,0.061643,1,-0.001483,0.001004,0.011896,-0.004034,-0.601333,-0.471994,-1.097474,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044631,0.270019,0.708884,-0.316827,-1.851695,0.099744,1.617439,0.663075,0.61359,-0.028163,-0.78911,0,0.018919,-0.998543,0.050348,0,-0.789394,-0.045823,-0.612175,0,0.438063,-0.023828,0.061643,1,-0.001484,0.001007,0.011908,-0.004052,-0.600632,-0.4646,-1.098347,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044632,0.270019,0.70888,-0.316828,-1.851692,0.099746,1.617439,0.663073,0.613596,-0.02816,-0.789106,0,0.018917,-0.998543,0.050344,0,-0.789389,-0.045819,-0.612181,0,0.438066,-0.023828,0.061645,1,-0.001473,0.001009,0.011832,-0.004071,-0.599214,-0.46861,-1.099291,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044633,0.27002,0.708881,-0.316831,-1.851689,0.099745,1.617438,0.663073,0.613596,-0.028162,-0.789105,0,0.018918,-0.998543,0.050347,0,-0.789389,-0.045822,-0.612181,0,0.438066,-0.023829,0.061646,1,-0.00147,0.001006,0.011805,-0.00406,-0.597267,-0.479011,-1.10467,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044634,0.270016,0.708884,-0.316831,-1.851692,0.099744,1.617438,0.663071,0.613592,-0.028163,-0.789109,0,0.018916,-0.998543,0.050347,0,-0.789392,-0.04582,-0.612177,0,0.438064,-0.023831,0.061644,1,-0.001478,0.000996,0.011854,-0.003996,-0.596603,-0.486901,-1.111785,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044635,0.270015,0.708887,-0.316828,-1.851694,0.099747,1.617436,0.663068,0.613586,-0.02816,-0.789113,0,0.018916,-0.998543,0.050341,0,-0.789396,-0.045816,-0.612172,0,0.438062,-0.02383,0.061643,1,-0.001487,0.001001,0.011925,-0.004017,-0.596796,-0.487989,-1.112717,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044636,0.270016,0.708882,-0.316831,-1.851698,0.099746,1.617438,0.663069,0.613589,-0.028161,-0.789111,0,0.018915,-0.998543,0.050343,0,-0.789394,-0.045817,-0.612175,0,0.438062,-0.023831,0.061644,1,-0.001487,0.000997,0.011919,-0.003994,-0.596055,-0.484719,-1.107366,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044637,0.270021,0.708887,-0.316828,-1.851694,0.099744,1.61744,0.663074,0.61359,-0.028162,-0.78911,0,0.01892,-0.998543,0.050348,0,-0.789394,-0.045824,-0.612175,0,0.438063,-0.023828,0.061642,1,-0.001484,0.001008,0.011905,-0.004055,-0.593904,-0.483769,-1.100891,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044638,0.270016,0.708887,-0.316836,-1.851692,0.099744,1.617439,0.663075,0.613591,-0.028173,-0.789109,0,0.01891,-0.998543,0.050354,0,-0.789393,-0.04582,-0.612176,0,0.438064,-0.023834,0.061643,1,-0.001481,0.000984,0.011864,-0.003929,-0.593164,-0.484859,-1.093868,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044639,0.270013,0.708887,-0.316829,-1.851697,0.099743,1.617438,0.663074,0.613585,-0.028167,-0.789114,0,0.018913,-0.998543,0.050348,0,-0.789397,-0.045818,-0.61217,0,0.438061,-0.023832,0.061642,1,-0.001491,0.000993,0.011947,-0.003968,-0.594183,-0.481066,-1.086352,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044640,0.270018,0.708882,-0.316828,-1.851689,0.099745,1.617434,0.663072,0.613592,-0.02816,-0.789109,0,0.018919,-0.998543,0.050345,0,-0.789392,-0.045821,-0.612177,0,0.438065,-0.023828,0.061645,1,-0.001475,0.001007,0.011842,-0.004062,-0.595714,-0.476312,-1.082155,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044641,0.270013,0.708884,-0.31683,-1.851693,0.099744,1.617436,0.663067,0.613589,-0.028161,-0.789111,0,0.018915,-0.998543,0.050343,0,-0.789394,-0.045817,-0.612175,0,0.438063,-0.023832,0.061644,1,-0.001482,0.000993,0.011879,-0.003974,-0.597796,-0.475959,-1.084461,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044642,0.270015,0.708884,-0.316833,-1.85169,0.099745,1.617436,0.663068,0.613592,-0.028163,-0.789109,0,0.018914,-0.998543,0.050345,0,-0.789392,-0.045817,-0.612177,0,0.438065,-0.023832,0.061645,1,-0.001477,0.000991,0.011837,-0.003969,-0.599224,-0.473783,-1.088612,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044643,0.270016,0.708886,-0.316831,-1.851688,0.099745,1.617439,0.663072,0.613594,-0.028164,-0.789107,0,0.018916,-0.998543,0.050347,0,-0.789391,-0.04582,-0.612179,0,0.438066,-0.023831,0.061644,1,-0.001474,0.000997,0.011822,-0.004005,-0.600212,-0.468735,-1.089622,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044644,0.270015,0.708887,-0.316828,-1.851691,0.099745,1.617436,0.663072,0.613589,-0.028163,-0.789111,0,0.018916,-0.998543,0.050346,0,-0.789395,-0.045819,-0.612174,0,0.438063,-0.02383,0.061643,1,-0.001482,0.001,0.011887,-0.004013,-0.601344,-0.466701,-1.08816,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044645,0.270016,0.708887,-0.316826,-1.851694,0.099744,1.617436,0.663073,0.613586,-0.028162,-0.789114,0,0.018918,-0.998543,0.050346,0,-0.789397,-0.045821,-0.612171,0,0.438062,-0.023829,0.061642,1,-0.001488,0.001005,0.011935,-0.004034,-0.600998,-0.468779,-1.084491,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044646,0.270013,0.70888,-0.316825,-1.851689,0.099747,1.617435,0.663072,0.613595,-0.02816,-0.789106,0,0.018914,-0.998543,0.050341,0,-0.78939,-0.045815,-0.61218,0,0.438066,-0.023828,0.061646,1,-0.001471,0.001007,0.011815,-0.004063,-0.598912,-0.473873,-1.082955,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044647,0.270016,0.708884,-0.316828,-1.851692,0.099745,1.617437,0.663071,0.613591,-0.028161,-0.789109,0,0.018917,-0.998543,0.050344,0,-0.789393,-0.045819,-0.612176,0,0.438064,-0.02383,0.061644,1,-0.001479,0.001002,0.011865,-0.004026,-0.596669,-0.480481,-1.088048,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044648,0.270018,0.708884,-0.316831,-1.851696,0.099744,1.61744,0.66307,0.61359,-0.028162,-0.789111,0,0.018917,-0.998543,0.050346,0,-0.789394,-0.04582,-0.612175,0,0.438063,-0.023831,0.061643,1,-0.001486,0.000998,0.01191,-0.004,-0.594115,-0.485323,-1.094652,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044649,0.270019,0.708879,-0.316828,-1.851695,0.099746,1.617438,0.663073,0.613593,-0.028161,-0.789108,0,0.018918,-0.998543,0.050344,0,-0.789391,-0.04582,-0.612179,0,0.438064,-0.023828,0.061645,1,-0.001479,0.001008,0.01187,-0.004062,-0.590035,-0.488565,-1.101059,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044650,0.270016,0.708887,-0.316834,-1.851692,0.099745,1.617436,0.663074,0.613588,-0.02817,-0.789111,0,0.018911,-0.998543,0.050351,0,-0.789395,-0.045818,-0.612173,0,0.438063,-0.023833,0.061643,1,-0.001483,0.00099,0.011883,-0.003957,-0.585767,-0.490574,-1.108068,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044651,0.270016,0.708886,-0.316829,-1.851696,0.099743,1.617439,0.663073,0.613587,-0.028165,-0.789113,0,0.018916,-0.998543,0.050348,0,-0.789396,-0.04582,-0.612172,0,0.438062,-0.023831,0.061642,1,-0.001489,0.000997,0.011938,-0.003992,-0.583379,-0.487893,-1.110341,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044652,0.270016,0.708888,-0.316825,-1.8517,0.099745,1.617439,0.663073,0.613583,-0.028162,-0.789116,0,0.018916,-0.998543,0.050345,0,-0.789399,-0.045819,-0.612168,0,0.43806,-0.023829,0.061641,1,-0.001497,0.001004,0.012001,-0.004022,-0.579291,-0.483683,-1.116872,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044653,0.270016,0.708885,-0.31683,-1.85169,0.099746,1.617437,0.663067,0.613592,-0.028159,-0.789109,0,0.018917,-0.998543,0.050342,0,-0.789392,-0.045818,-0.612177,0,0.438065,-0.02383,0.061644,1,-0.001477,0.000999,0.011844,-0.004013,-0.570803,-0.483093,-1.14576,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044654,0.270013,0.708882,-0.316828,-1.851692,0.099745,1.617438,0.663068,0.613593,-0.02816,-0.789108,0,0.018916,-0.998543,0.050342,0,-0.789391,-0.045817,-0.612178,0,0.438065,-0.023831,0.061645,1,-0.001477,0.000996,0.011849,-0.003999,-0.561885,-0.483271,-1.193361,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044655,0.270013,0.708884,-0.316827,-1.851691,0.099745,1.617441,0.663068,0.613595,-0.028159,-0.789107,0,0.018917,-0.998543,0.050342,0,-0.78939,-0.045818,-0.61218,0,0.438065,-0.023831,0.061644,1,-0.001475,0.000997,0.011832,-0.004008,-0.555382,-0.48163,-1.241463,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044656,0.270013,0.708884,-0.316828,-1.851695,0.099747,1.617438,0.663065,0.61359,-0.028158,-0.789111,0,0.018915,-0.998543,0.050339,0,-0.789394,-0.045814,-0.612175,0,0.438063,-0.023831,0.061643,1,-0.001485,0.000997,0.011902,-0.003997,-0.550844,-0.479074,-1.278026,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044657,0.270016,0.708882,-0.31683,-1.851699,0.099745,1.617439,0.663069,0.613589,-0.028162,-0.789111,0,0.018915,-0.998543,0.050344,0,-0.789395,-0.045817,-0.612174,0,0.438062,-0.023831,0.061644,1,-0.001489,0.000996,0.011935,-0.003988,-0.54571,-0.476292,-1.299607,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12044658,0.270013,0.70889,-0.31683,-1.851692,0.099748,1.617439,0.663069,0.613588,-0.028164,-0.789112,0,0.018911,-0.998543,0.050344,0,-0.789395,-0.045815,-0.612173,0,0.438063,-0.023832,0.061641,1,-0.001485,0.000992,0.011902,-0.003968,-0.540802,-0.47365,-1.304954,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
