"{""a_max"":0.8",acc_x_max:10,acc_y_max:10,control_mode:1,damping_ratio:1.414,deadzone_position:0.002,deadzone_velocity:0.0,drawing_force_threshold_high:-0.5,drawing_force_threshold_low:-1.5,driving_force:5,"ds_system_file:""../generated_ds/Sine_Final.onnx""",dz:0.0,eigen_0:150,eigen_1:300,experiment_timelimit:30,initial_cartesian_pose:[0.64614,-0.00222445,-0.763203,0,0.0189551,-0.999631,0.0189613,0,-0.762979,-0.0267188,-0.645871,0,0.201325,-0.0465581,0.0650183,1],initial_joint_pose:[0.385223,0.231564,-0.472899,-2.72404,-0.0195794,2.06941,0.667528],initial_x_ds:-0.9,initial_y_ds:0,max_tank_level:100000,maximum_force:15,maximum_iteration_no:80,move_to_paper_start_time:5,"output_filename:""../result/Recording_""",randomize_initial_pose:false,randomize_radius:0.03,"robot_ip:""192.168.3.100""",rotational_stiffness:[80,80,80],system_scale:4,target_x_ds:0,target_y_ds:0,time_step:0.001,translational_stiffness:[0,0,500],use_gripper:false,v_max:0.15,v_x_max:1,v_y_max:1,velocity_scale:2,z_elevation:0.0}
10273588,0.414925,0.397982,-0.43561,-2.464053,0.071476,1.923103,0.641343,0.620187,-0.00364,-0.784433,0,0.030926,-0.999089,0.029087,0,-0.78384,-0.0423,-0.619521,0,0.276079,-0.030214,0.061731,1,-0.600984,0.065376,0.023775,-0.148104,0.274245,-1.619509,-0.063912,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273589,0.414769,0.398026,-0.435718,-2.464,0.071236,1.923104,0.641109,0.620173,-0.003522,-0.784445,0,0.03105,-0.999086,0.029034,0,-0.783846,-0.042364,-0.619509,0,0.276091,-0.030339,0.061736,1,-0.600936,0.064878,0.023761,-0.148106,0.330706,-1.606831,-0.040633,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273590,0.414604,0.398073,-0.435827,-2.463949,0.07099,1.923104,0.640864,0.620155,-0.003398,-0.784459,0,0.031176,-0.999084,0.028974,0,-0.783854,-0.042426,-0.619494,0,0.276101,-0.030467,0.061741,1,-0.600896,0.064363,0.023748,-0.148108,0.383107,-1.584148,-0.023856,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273591,0.414446,0.398115,-0.435943,-2.463897,0.070735,1.923105,0.640611,0.620142,-0.003263,-0.78447,0,0.031316,-0.999082,0.028912,0,-0.783859,-0.042497,-0.619482,0,0.276113,-0.030597,0.061747,1,-0.600847,0.063843,0.023734,-0.14811,0.423813,-1.549268,-0.019197,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273592,0.414289,0.398173,-0.436059,-2.463845,0.070471,1.923106,0.640337,0.620116,-0.003108,-0.784492,0,0.031479,-0.999079,0.028842,0,-0.783874,-0.042581,-0.619459,0,0.276122,-0.03073,0.06175,1,-0.600814,0.063311,0.023722,-0.148112,0.443969,-1.5043,-0.025594,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273593,0.414123,0.398216,-0.436165,-2.463794,0.070195,1.923107,0.640063,0.620096,-0.002941,-0.784508,0,0.031654,-0.999075,0.028766,0,-0.783882,-0.042672,-0.619441,0,0.276132,-0.030863,0.061757,1,-0.600771,0.062782,0.02371,-0.148114,0.442067,-1.458782,-0.026461,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273594,0.413965,0.398263,-0.436274,-2.46374,0.069903,1.923113,0.639777,0.620078,-0.002756,-0.784523,0,0.031856,-0.999071,0.028689,0,-0.783888,-0.042782,-0.619426,0,0.276145,-0.030997,0.061762,1,-0.600722,0.062244,0.023696,-0.148116,0.425194,-1.415903,-0.012949,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273595,0.413807,0.398316,-0.436387,-2.46369,0.069614,1.923116,0.639484,0.620051,-0.002572,-0.784545,0,0.032056,-0.999067,0.02861,0,-0.783902,-0.04289,-0.619402,0,0.276153,-0.031133,0.061766,1,-0.600689,0.0617,0.023685,-0.148118,0.396019,-1.376287,0.008313,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273596,0.413651,0.398363,-0.436503,-2.46364,0.069322,1.923119,0.639173,0.620027,-0.002366,-0.784565,0,0.03227,-0.999063,0.028515,0,-0.783912,-0.042999,-0.619381,0,0.276162,-0.031269,0.061772,1,-0.60065,0.061156,0.023673,-0.14812,0.356705,-1.3439,0.036257,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273597,0.413491,0.398414,-0.436613,-2.46359,0.069022,1.923115,0.638858,0.619993,-0.002153,-0.784592,0,0.032494,-0.999058,0.028419,0,-0.783929,-0.043115,-0.619351,0,0.276169,-0.031406,0.061777,1,-0.600622,0.060608,0.023662,-0.148122,0.315951,-1.312365,0.076186,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273598,0.413325,0.398464,-0.436728,-2.463533,0.068719,1.923117,0.638549,0.61997,-0.001952,-0.784611,0,0.032708,-0.999054,0.02833,0,-0.783939,-0.043228,-0.619332,0,0.276181,-0.031547,0.061784,1,-0.600575,0.060046,0.023649,-0.148124,0.282883,-1.267343,0.12492,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273599,0.413172,0.398509,-0.436845,-2.463485,0.068414,1.923119,0.638243,0.619944,-0.001747,-0.784632,0,0.03293,-0.999049,0.028243,0,-0.78395,-0.043348,-0.619308,0,0.27619,-0.031685,0.06179,1,-0.60054,0.059493,0.023638,-0.148126,0.26267,-1.214326,0.173064,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273600,0.413014,0.398563,-0.436962,-2.463432,0.068123,1.923123,0.637953,0.619919,-0.001566,-0.784652,0,0.033129,-0.999044,0.028167,0,-0.783961,-0.043457,-0.619287,0,0.2762,-0.031822,0.061795,1,-0.6005,0.058944,0.023626,-0.148128,0.256675,-1.169671,0.216137,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273601,0.412856,0.398611,-0.437083,-2.46338,0.067827,1.923124,0.637646,0.619894,-0.00137,-0.784672,0,0.033336,-0.99904,0.02808,0,-0.783972,-0.043565,-0.619265,0,0.27621,-0.031962,0.061801,1,-0.600461,0.058385,0.023613,-0.14813,0.261178,-1.134227,0.251444,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273602,0.412704,0.398669,-0.437192,-2.463325,0.067538,1.92313,0.63734,0.619868,-0.001165,-0.784693,0,0.033555,-0.999035,0.02799,0,-0.783984,-0.043682,-0.619242,0,0.27622,-0.032095,0.061804,1,-0.600421,0.057851,0.0236,-0.148132,0.272376,-1.107959,0.281138,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273603,0.412546,0.398721,-0.437307,-2.463274,0.067242,1.923132,0.637054,0.61984,-0.000985,-0.784715,0,0.033756,-0.99903,0.027918,0,-0.783997,-0.043794,-0.619218,0,0.276228,-0.032233,0.061809,1,-0.600387,0.057302,0.023588,-0.148134,0.290291,-1.104156,0.308636,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273604,0.412387,0.398775,-0.437429,-2.463213,0.066957,1.923135,0.636768,0.619821,-0.000816,-0.784731,0,0.033939,-0.999026,0.027846,0,-0.784005,-0.043893,-0.619201,0,0.276242,-0.032372,0.061814,1,-0.600334,0.056746,0.023572,-0.148136,0.309251,-1.13057,0.324535,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273605,0.412238,0.398827,-0.437551,-2.463159,0.066685,1.923136,0.636486,0.619799,-0.00065,-0.784748,0,0.034117,-0.999022,0.027773,0,-0.784014,-0.043987,-0.619183,0,0.276252,-0.032505,0.06182,1,-0.60029,0.056211,0.023558,-0.148139,0.321193,-1.174509,0.324309,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273606,0.412086,0.398885,-0.437669,-2.463099,0.066406,1.923138,0.636221,0.619776,-0.000496,-0.784766,0,0.034294,-0.999018,0.027715,0,-0.784024,-0.04409,-0.619163,0,0.276264,-0.03264,0.061824,1,-0.600242,0.055672,0.023542,-0.148141,0.324078,-1.223634,0.318796,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273607,0.411926,0.398943,-0.43778,-2.463038,0.066142,1.923151,0.635962,0.619764,-0.000353,-0.784776,0,0.034451,-0.999014,0.027657,0,-0.784027,-0.044178,-0.619153,0,0.276279,-0.032772,0.061826,1,-0.600184,0.055143,0.023525,-0.148144,0.31444,-1.280174,0.314614,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273608,0.411772,0.399003,-0.437903,-2.462987,0.065895,1.92316,0.63572,0.619745,-0.00024,-0.784791,0,0.034576,-0.999011,0.02761,0,-0.784037,-0.044247,-0.619136,0,0.276288,-0.032905,0.061828,1,-0.60015,0.054614,0.023509,-0.148146,0.291704,-1.343194,0.311681,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273609,0.411615,0.399052,-0.438021,-2.462934,0.065655,1.92317,0.635505,0.619735,-0.000153,-0.784798,0,0.034677,-0.999008,0.027578,0,-0.78404,-0.044307,-0.619128,0,0.2763,-0.033034,0.061832,1,-0.600102,0.054096,0.023492,-0.148149,0.26405,-1.399713,0.305365,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273610,0.411467,0.399113,-0.438143,-2.462872,0.065429,1.923177,0.635299,0.619725,-0.000078,-0.784807,0,0.034768,-0.999006,0.027554,0,-0.784044,-0.044363,-0.619118,0,0.276314,-0.033161,0.061834,1,-0.600046,0.053589,0.023473,-0.148152,0.240421,-1.436993,0.28962,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273613,0.411006,0.39929,-0.438519,-2.462704,0.064808,1.923213,0.634789,0.619708,0.000001,-0.78482,0,0.034894,-0.999002,0.027552,0,-0.784051,-0.04446,-0.619101,0,0.27635,-0.03354,0.061837,1,-0.599899,0.052071,0.023412,-0.148162,0.227228,-1.467669,0.221308,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273614,0.410849,0.399355,-0.438647,-2.462643,0.064622,1.923224,0.634654,0.619705,-0.000021,-0.784823,0,0.034888,-0.999001,0.027575,0,-0.784055,-0.04447,-0.619097,0,0.276363,-0.033666,0.061837,1,-0.599848,0.051569,0.02339,-0.148165,0.234868,-1.45573,0.227289,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273615,0.410702,0.399412,-0.438772,-2.46259,0.064449,1.923242,0.634548,0.619709,-0.000065,-0.784819,0,0.034866,-0.999001,0.027614,0,-0.784052,-0.044477,-0.6191,0,0.276376,-0.033785,0.061837,1,-0.599797,0.051094,0.023368,-0.148169,0.244184,-1.440527,0.239972,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273616,0.410548,0.399473,-0.4389,-2.462538,0.064287,1.923253,0.634461,0.619706,-0.000141,-0.784822,0,0.034809,-0.999001,0.027666,0,-0.784057,-0.044465,-0.619094,0,0.276385,-0.033905,0.061837,1,-0.599758,0.050613,0.023345,-0.148172,0.258096,-1.435728,0.24741,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273617,0.410398,0.399533,-0.439029,-2.46248,0.064135,1.923271,0.634388,0.619717,-0.000232,-0.784813,0,0.03474,-0.999002,0.027727,0,-0.784052,-0.044448,-0.619102,0,0.2764,-0.034023,0.061836,1,-0.599698,0.050141,0.02332,-0.148176,0.275105,-1.450136,0.253862,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273618,0.410246,0.3996,-0.439166,-2.462423,0.063994,1.923285,0.634331,0.619721,-0.000352,-0.78481,0,0.034642,-0.999003,0.027802,0,-0.784053,-0.044418,-0.619103,0,0.276412,-0.034143,0.061834,1,-0.599652,0.04966,0.023295,-0.14818,0.292747,-1.478421,0.259738,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273619,0.410094,0.399662,-0.439293,-2.46237,0.063866,1.923303,0.634289,0.619729,-0.000482,-0.784803,0,0.03453,-0.999005,0.027881,0,-0.784051,-0.044378,-0.619108,0,0.276424,-0.034257,0.061832,1,-0.599606,0.049204,0.023269,-0.148184,0.31538,-1.515328,0.263777,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273620,0.409943,0.399726,-0.439427,-2.462306,0.063751,1.923317,0.634265,0.619745,-0.00064,-0.78479,0,0.03439,-0.999007,0.027972,0,-0.784044,-0.044325,-0.61912,0,0.27644,-0.034371,0.061831,1,-0.599539,0.048748,0.023241,-0.148189,0.339201,-1.562055,0.27498,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273621,0.409789,0.399793,-0.439564,-2.462254,0.063642,1.923333,0.634257,0.619752,-0.000821,-0.784785,0,0.034228,-0.99901,0.028076,0,-0.784046,-0.044263,-0.619122,0,0.27645,-0.034487,0.061828,1,-0.599502,0.048285,0.023213,-0.148193,0.353182,-1.60854,0.301161,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273622,0.409641,0.399855,-0.439694,-2.462192,0.063547,1.923351,0.634253,0.619774,-0.001,-0.784767,0,0.034064,-0.999013,0.028175,0,-0.784036,-0.044195,-0.61914,0,0.276467,-0.034595,0.061826,1,-0.599433,0.047851,0.023183,-0.148198,0.356196,-1.643795,0.339961,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273623,0.409484,0.399916,-0.439824,-2.46213,0.063457,1.923365,0.634253,0.619793,-0.00119,-0.784752,0,0.033882,-0.999016,0.028275,0,-0.784029,-0.044115,-0.619155,0,0.276483,-0.034706,0.061824,1,-0.59937,0.047409,0.023153,-0.148202,0.349253,-1.672014,0.387662,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273624,0.409332,0.399982,-0.439962,-2.462075,0.063372,1.923384,0.634253,0.619809,-0.001387,-0.784739,0,0.033695,-0.99902,0.028379,0,-0.784024,-0.044032,-0.619166,0,0.276495,-0.034817,0.061821,1,-0.599321,0.046965,0.023122,-0.148207,0.332403,-1.700084,0.443624,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273625,0.40918,0.400047,-0.440098,-2.462012,0.063288,1.923402,0.634253,0.61983,-0.001581,-0.784722,0,0.03351,-0.999023,0.028481,0,-0.784015,-0.04395,-0.619183,0,0.276511,-0.034927,0.061818,1,-0.599256,0.046523,0.023089,-0.148212,0.308214,-1.726168,0.501915,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273626,0.409029,0.400101,-0.440232,-2.461963,0.06322,1.923422,0.634253,0.619853,-0.001777,-0.784704,0,0.033309,-0.999027,0.028574,0,-0.784006,-0.04385,-0.619202,0,0.276524,-0.035033,0.061816,1,-0.599205,0.046101,0.023057,-0.148217,0.279059,-1.737592,0.549634,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273627,0.408881,0.400175,-0.440358,-2.461904,0.063154,1.923438,0.634258,0.619865,-0.001974,-0.784694,0,0.033116,-0.99903,0.028674,0,-0.784004,-0.043761,-0.619211,0,0.276536,-0.035137,0.061811,1,-0.599156,0.045686,0.023025,-0.148222,0.248263,-1.729052,0.575693,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273628,0.408731,0.400235,-0.440499,-2.461847,0.063087,1.923459,0.634262,0.61989,-0.002181,-0.784673,0,0.032908,-0.999034,0.028774,0,-0.783994,-0.04366,-0.619232,0,0.276551,-0.035245,0.061808,1,-0.599097,0.045252,0.022989,-0.148228,0.21806,-1.706655,0.57534,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273629,0.40858,0.400298,-0.440621,-2.461789,0.063019,1.92348,0.634262,0.619912,-0.002368,-0.784656,0,0.03272,-0.999038,0.028866,0,-0.783984,-0.043569,-0.61925,0,0.276566,-0.035347,0.061804,1,-0.599037,0.044842,0.022954,-0.148233,0.189151,-1.67782,0.550585,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273630,0.408423,0.400367,-0.440756,-2.461737,0.062953,1.923499,0.634254,0.619925,-0.002566,-0.784645,0,0.032517,-0.999042,0.028958,0,-0.783983,-0.043467,-0.619259,0,0.276576,-0.035457,0.061799,1,-0.598998,0.044405,0.022918,-0.148239,0.162614,-1.651981,0.513595,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273631,0.408277,0.40043,-0.440886,-2.461671,0.062887,1.923517,0.63424,0.619951,-0.002744,-0.784624,0,0.032334,-0.999045,0.029041,0,-0.78397,-0.043375,-0.619282,0,0.276594,-0.03556,0.061797,1,-0.598923,0.043992,0.022879,-0.148245,0.137572,-1.634279,0.473181,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273632,0.408126,0.400494,-0.441016,-2.461613,0.062811,1.923534,0.634228,0.619967,-0.002923,-0.78461,0,0.032154,-0.999049,0.029129,0,-0.783964,-0.043288,-0.619295,0,0.276608,-0.035667,0.061793,1,-0.598869,0.043566,0.02284,-0.148251,0.111602,-1.632596,0.432316,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273633,0.407991,0.400559,-0.441145,-2.461555,0.062736,1.923546,0.634215,0.619981,-0.003091,-0.784599,0,0.03199,-0.999052,0.029214,0,-0.78396,-0.043212,-0.619306,0,0.276621,-0.035768,0.061791,1,-0.598816,0.04316,0.022802,-0.148257,0.088419,-1.656646,0.402376,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273634,0.407839,0.400626,-0.441276,-2.4615,0.062658,1.923563,0.634199,0.619993,-0.00327,-0.784588,0,0.031811,-0.999055,0.029302,0,-0.783957,-0.043126,-0.619315,0,0.276632,-0.035876,0.061786,1,-0.598771,0.042727,0.022761,-0.148263,0.073562,-1.699056,0.396016,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273635,0.40769,0.400693,-0.441405,-2.461439,0.062572,1.923574,0.634173,0.620004,-0.003431,-0.784579,0,0.031652,-0.999057,0.029381,0,-0.783955,-0.043051,-0.619323,0,0.276646,-0.035984,0.061784,1,-0.598717,0.042298,0.022719,-0.14827,0.064504,-1.742032,0.412054,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273636,0.407544,0.400759,-0.441539,-2.461376,0.062481,1.923587,0.63413,0.620018,-0.003576,-0.784567,0,0.031506,-0.99906,0.029452,0,-0.78395,-0.04298,-0.619335,0,0.276661,-0.036093,0.061782,1,-0.598658,0.04186,0.022674,-0.148276,0.05468,-1.780726,0.439543,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273637,0.407397,0.400828,-0.441666,-2.46132,0.062383,1.923596,0.63408,0.62002,-0.003707,-0.784565,0,0.031377,-0.999062,0.029516,0,-0.783953,-0.042919,-0.619334,0,0.27667,-0.036202,0.061778,1,-0.598618,0.041426,0.02263,-0.148283,0.043684,-1.821462,0.470087,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273638,0.407246,0.400888,-0.441796,-2.461262,0.062275,1.923605,0.63402,0.620028,-0.003828,-0.784558,0,0.031255,-0.999064,0.029574,0,-0.783952,-0.042859,-0.619341,0,0.276683,-0.036313,0.061778,1,-0.598568,0.04098,0.022583,-0.14829,0.032059,-1.86546,0.494017,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273639,0.407106,0.400958,-0.441924,-2.4612,0.062159,1.923606,0.633949,0.620026,-0.003928,-0.784559,0,0.031161,-0.999066,0.029627,0,-0.783958,-0.042818,-0.619336,0,0.276694,-0.036422,0.061776,1,-0.598524,0.040544,0.022537,-0.148297,0.016274,-1.910476,0.511163,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273640,0.406954,0.401028,-0.442057,-2.461147,0.062031,1.923611,0.633868,0.620017,-0.004027,-0.784566,0,0.031067,-0.999067,0.029679,0,-0.783969,-0.042776,-0.619325,0,0.2767,-0.036539,0.061774,1,-0.598499,0.040075,0.022488,-0.148305,-0.0056,-1.95224,0.539932,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273641,0.406808,0.401088,-0.442184,-2.461089,0.061893,1.92362,0.63376,0.620019,-0.004084,-0.784564,0,0.03101,-0.999068,0.029708,0,-0.783969,-0.04275,-0.619326,0,0.276713,-0.036653,0.061774,1,-0.59845,0.039619,0.022436,-0.148313,-0.0336,-1.983462,0.58435,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273642,0.406656,0.40116,-0.44231,-2.461033,0.061741,1.923621,0.63364,0.620004,-0.004131,-0.784576,0,0.030969,-0.999068,0.029734,0,-0.783983,-0.042733,-0.61931,0,0.276719,-0.036772,0.061773,1,-0.598424,0.039145,0.022384,-0.14832,-0.060941,-2.001534,0.632286,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273643,0.406513,0.401233,-0.442434,-2.460975,0.061578,1.92362,0.633504,0.619986,-0.004151,-0.78459,0,0.03096,-0.999068,0.02975,0,-0.783997,-0.042736,-0.619291,0,0.276726,-0.036889,0.061771,1,-0.598396,0.038677,0.022331,-0.148328,-0.077018,-2.005217,0.682679,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273644,0.406365,0.401295,-0.442563,-2.460927,0.061409,1.923618,0.633359,0.619966,-0.004164,-0.784606,0,0.03095,-0.999068,0.029758,0,-0.784014,-0.042734,-0.619271,0,0.27673,-0.037009,0.061772,1,-0.598381,0.038195,0.022277,-0.148337,-0.081388,-1.990183,0.729009,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273645,0.40622,0.40136,-0.442689,-2.460868,0.061223,1.923617,0.633189,0.619949,-0.004144,-0.784619,0,0.030978,-0.999067,0.029754,0,-0.784025,-0.042753,-0.619255,0,0.276738,-0.037131,0.061773,1,-0.598346,0.037708,0.022219,-0.148345,-0.075856,-1.956015,0.74454,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273646,0.406074,0.401438,-0.442818,-2.460809,0.061033,1.923619,0.632999,0.619925,-0.004108,-0.784638,0,0.031021,-0.999067,0.02974,0,-0.784043,-0.042778,-0.619231,0,0.276745,-0.037256,0.061771,1,-0.598321,0.03721,0.022159,-0.148354,-0.061565,-1.908762,0.723751,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273647,0.405922,0.401503,-0.442936,-2.460753,0.060831,1.923622,0.632796,0.619907,-0.004046,-0.784652,0,0.031086,-0.999065,0.02971,0,-0.784054,-0.04281,-0.619214,0,0.276753,-0.037379,0.061772,1,-0.598289,0.036718,0.022098,-0.148363,-0.04463,-1.859297,0.690581,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273648,0.405778,0.401571,-0.443068,-2.460698,0.060616,1.92362,0.632571,0.61988,-0.003965,-0.784674,0,0.031172,-0.999064,0.029674,0,-0.784073,-0.042855,-0.619188,0,0.276758,-0.037507,0.061773,1,-0.598269,0.036204,0.022035,-0.148373,-0.029965,-1.823684,0.654715,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273649,0.405632,0.401634,-0.443196,-2.460634,0.060388,1.923623,0.632341,0.619866,-0.003872,-0.784686,0,0.031275,-0.999062,0.029635,0,-0.784079,-0.042912,-0.619176,0,0.276771,-0.037636,0.061776,1,-0.598217,0.035687,0.021968,-0.148383,-0.019981,-1.806669,0.61846,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273650,0.405486,0.401703,-0.443325,-2.460574,0.060149,1.923624,0.632088,0.619841,-0.003753,-0.784706,0,0.031402,-0.999059,0.029583,0,-0.784094,-0.042979,-0.619152,0,0.276779,-0.037768,0.061778,1,-0.598184,0.03516,0.021899,-0.148393,-0.014897,-1.795558,0.591966,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273651,0.40534,0.401777,-0.443455,-2.460518,0.059901,1.923626,0.631819,0.619808,-0.003619,-0.784733,0,0.031546,-0.999057,0.029524,0,-0.784114,-0.043055,-0.619121,0,0.276784,-0.037903,0.061778,1,-0.598165,0.034621,0.02183,-0.148403,-0.009818,-1.780789,0.579176,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273652,0.405192,0.401842,-0.443573,-2.46046,0.059644,1.923625,0.63153,0.619778,-0.00345,-0.784758,0,0.03172,-0.999053,0.029444,0,-0.784131,-0.043142,-0.619093,0,0.276791,-0.038034,0.061781,1,-0.598136,0.034096,0.021761,-0.148413,0.003209,-1.759582,0.582715,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273653,0.405043,0.401907,-0.443701,-2.460401,0.059381,1.923622,0.631231,0.619747,-0.003278,-0.784783,0,0.031895,-0.99905,0.029361,0,-0.784149,-0.043228,-0.619066,0,0.276798,-0.03817,0.061784,1,-0.598107,0.033553,0.021689,-0.148424,0.025286,-1.732307,0.600382,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273654,0.404896,0.401978,-0.443826,-2.460338,0.059109,1.923626,0.630925,0.619718,-0.003094,-0.784806,0,0.032089,-0.999046,0.029277,0,-0.784163,-0.043328,-0.61904,0,0.276808,-0.038306,0.061786,1,-0.59807,0.033007,0.021614,-0.148435,0.050288,-1.702987,0.618061,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273655,0.404747,0.402046,-0.443945,-2.460279,0.058839,1.923623,0.630609,0.619682,-0.002895,-0.784836,0,0.032291,-0.999043,0.029181,0,-0.784184,-0.043427,-0.619007,0,0.276814,-0.038441,0.061789,1,-0.598044,0.03247,0.021542,-0.148445,0.074997,-1.674786,0.626855,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273656,0.4046,0.402117,-0.444075,-2.460228,0.05856,1.923624,0.630291,0.619641,-0.002702,-0.784869,0,0.032493,-0.999039,0.029091,0,-0.784208,-0.04353,-0.618969,0,0.276816,-0.03858,0.06179,1,-0.598035,0.031912,0.021467,-0.148456,0.098896,-1.640004,0.62926,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273657,0.404451,0.402187,-0.444197,-2.460166,0.058282,1.923623,0.629966,0.619606,-0.002495,-0.784896,0,0.032704,-0.999035,0.028992,0,-0.784226,-0.043634,-0.618939,0,0.276824,-0.038717,0.061793,1,-0.598004,0.031364,0.021392,-0.148467,0.119465,-1.588555,0.632357,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273658,0.404294,0.402258,-0.444315,-2.460114,0.057995,1.923625,0.629627,0.619564,-0.002273,-0.78493,0,0.032928,-0.999031,0.028884,0,-0.78425,-0.043743,-0.618901,0,0.276827,-0.038856,0.061794,1,-0.597993,0.030807,0.021317,-0.148478,0.135614,-1.525207,0.639042,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10273659,0.404145,0.402319,-0.444442,-2.460051,0.057713,1.923627,0.62928,0.619538,-0.002045,-0.784952,0,0.033153,-0.999026,0.028769,0,-0.784262,-0.043848,-0.618879,0,0.276838,-0.038995,0.061799,1,-0.59795,0.030252,0.021239,-0.148489,0.150321,-1.460903,0.635172,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
