"{""a_max"":0.8",acc_x_max:10,acc_y_max:10,control_mode:1,damping_ratio:1.414,deadzone_position:0.002,deadzone_velocity:0.0,drawing_force_threshold_high:-0.5,drawing_force_threshold_low:-1.5,driving_force:5,"ds_system_file:""../generated_ds/Angle_Final.onnx""",dz:0.0,eigen_0:150,eigen_1:300,experiment_timelimit:30,initial_cartesian_pose:[0.670986,0.0174283,-0.741252,0,0.00957798,-0.999834,-0.014838,0,-0.741402,0.00285647,-0.671055,0,0.243195,-0.0934624,0.0792969,1],initial_joint_pose:[0.252836,0.250632,-0.47312,-2.5972,-0.080722,2.00457,0.578335],initial_x_ds:-0.9,initial_y_ds:0,max_tank_level:100000,maximum_force:15,maximum_iteration_no:80,move_to_paper_start_time:5,"output_filename:""../result/Recording_""",randomize_initial_pose:false,randomize_radius:0.03,"robot_ip:""192.168.3.100""",rotational_stiffness:[80,80,80],system_scale:5.747,target_x_ds:0,target_y_ds:0,time_step:0.001,translational_stiffness:[0,0,500],use_gripper:false,v_max:0.15,v_x_max:1,v_y_max:1,velocity_scale:2,z_elevation:0.0}
5186973,0.254926,0.326247,-0.4703,-2.596083,-0.08041,2.02541,0.571346,0.631464,0.013657,-0.775273,0,0.021542,-0.999758,-0.000065,0,-0.775101,-0.01666,-0.631617,0,0.229192,-0.098013,0.061725,1,-0.980475,-0.02615,0.081528,0.125909,-1.101116,-0.230203,-0.919746,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186974,0.254928,0.326249,-0.470302,-2.59609,-0.080408,2.025408,0.571344,0.631456,0.013658,-0.775279,0,0.021541,-0.999758,-0.000068,0,-0.775107,-0.016658,-0.63161,0,0.229188,-0.098011,0.061725,1,-0.980498,-0.026143,0.081527,0.12591,-1.101577,-0.255089,-0.911426,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186975,0.254924,0.326245,-0.470302,-2.596089,-0.080407,2.025408,0.571341,0.63146,0.013658,-0.775276,0,0.021537,-0.999758,-0.000071,0,-0.775104,-0.016652,-0.631614,0,0.229189,-0.098012,0.061726,1,-0.980494,-0.026149,0.081527,0.12591,-1.101428,-0.286841,-0.899328,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186976,0.254923,0.326247,-0.470302,-2.596086,-0.080407,2.025407,0.571338,0.63146,0.013661,-0.775276,0,0.021539,-0.999758,-0.000073,0,-0.775104,-0.016653,-0.631614,0,0.22919,-0.098013,0.061725,1,-0.980488,-0.026151,0.081527,0.12591,-1.100063,-0.313074,-0.88931,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186977,0.254926,0.326244,-0.470302,-2.596085,-0.080406,2.025407,0.571345,0.631462,0.013655,-0.775274,0,0.021536,-0.999758,-0.000067,0,-0.775102,-0.016654,-0.631616,0,0.229191,-0.098012,0.061726,1,-0.980482,-0.026147,0.081528,0.12591,-1.102813,-0.329893,-0.883568,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186978,0.254923,0.326246,-0.470299,-2.596086,-0.08041,2.025406,0.571341,0.631459,0.013661,-0.775277,0,0.021542,-0.999758,-0.000071,0,-0.775105,-0.016657,-0.631612,0,0.229189,-0.098012,0.061726,1,-0.98049,-0.026148,0.081527,0.12591,-1.109645,-0.339643,-0.88273,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186979,0.254923,0.326244,-0.4703,-2.596088,-0.080408,2.025406,0.571346,0.631459,0.013656,-0.775276,0,0.021537,-0.999758,-0.000068,0,-0.775105,-0.016654,-0.631613,0,0.229189,-0.098012,0.061726,1,-0.980492,-0.026145,0.081527,0.12591,-1.115977,-0.344063,-0.886628,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186980,0.254926,0.326247,-0.47031,-2.596086,-0.080407,2.025406,0.571342,0.63146,0.013652,-0.775276,0,0.021532,-0.999759,-0.000067,0,-0.775105,-0.016651,-0.631613,0,0.229189,-0.098015,0.061726,1,-0.980492,-0.026161,0.081527,0.12591,-1.11983,-0.34152,-0.894222,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186981,0.254923,0.326245,-0.4703,-2.596084,-0.080411,2.025408,0.571337,0.631463,0.013665,-0.775273,0,0.021546,-0.999758,-0.000073,0,-0.775102,-0.016658,-0.631617,0,0.229191,-0.098013,0.061726,1,-0.980478,-0.02615,0.081528,0.125909,-1.122499,-0.332164,-0.90228,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186982,0.254931,0.326246,-0.470305,-2.596086,-0.080407,2.025408,0.571345,0.631462,0.013657,-0.775275,0,0.02154,-0.999758,-0.000066,0,-0.775103,-0.016658,-0.631615,0,0.229191,-0.098012,0.061726,1,-0.980483,-0.026146,0.081528,0.12591,-1.125366,-0.322511,-0.907763,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186983,0.254926,0.326244,-0.470302,-2.596087,-0.08041,2.025408,0.571341,0.631461,0.013661,-0.775275,0,0.021543,-0.999758,-0.00007,0,-0.775103,-0.016658,-0.631615,0,0.22919,-0.098013,0.061726,1,-0.980485,-0.02615,0.081528,0.12591,-1.128138,-0.315536,-0.91234,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186984,0.254929,0.326247,-0.470302,-2.596088,-0.08041,2.025408,0.571341,0.631458,0.013662,-0.775277,0,0.021545,-0.999758,-0.00007,0,-0.775106,-0.016659,-0.631612,0,0.229189,-0.098012,0.061725,1,-0.980493,-0.026146,0.081527,0.12591,-1.130177,-0.309041,-0.917026,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186985,0.254926,0.326247,-0.470305,-2.596087,-0.080409,2.025407,0.571344,0.631459,0.013655,-0.775277,0,0.021537,-0.999758,-0.000067,0,-0.775105,-0.016655,-0.631613,0,0.229189,-0.098013,0.061725,1,-0.980492,-0.026154,0.081527,0.12591,-1.131204,-0.301169,-0.918307,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186986,0.254921,0.326246,-0.470307,-2.596083,-0.080407,2.025406,0.571341,0.631462,0.013651,-0.775274,0,0.02153,-0.999759,-0.000068,0,-0.775103,-0.016649,-0.631616,0,0.22919,-0.098015,0.061726,1,-0.980485,-0.026164,0.081528,0.12591,-1.130727,-0.288732,-0.91679,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186987,0.254923,0.326247,-0.470305,-2.596081,-0.080409,2.025408,0.571342,0.631465,0.013654,-0.775272,0,0.021536,-0.999758,-0.000067,0,-0.7751,-0.016654,-0.631619,0,0.229193,-0.098015,0.061726,1,-0.980472,-0.026162,0.081528,0.125909,-1.129913,-0.271933,-0.917852,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186988,0.254928,0.326245,-0.470302,-2.596083,-0.08041,2.025408,0.571335,0.631463,0.013667,-0.775273,0,0.021549,-0.999758,-0.000074,0,-0.775101,-0.01666,-0.631617,0,0.229192,-0.098012,0.061726,1,-0.980474,-0.026148,0.081528,0.125909,-1.130258,-0.257931,-0.921496,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186989,0.254926,0.326244,-0.470303,-2.59608,-0.080407,2.025408,0.57134,0.631466,0.013659,-0.77527,0,0.02154,-0.999758,-0.00007,0,-0.775099,-0.016656,-0.63162,0,0.229194,-0.098013,0.061726,1,-0.980466,-0.026151,0.081529,0.125909,-1.131056,-0.250635,-0.924971,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186990,0.254926,0.326243,-0.470302,-2.596085,-0.08041,2.025408,0.571339,0.631463,0.013663,-0.775273,0,0.021544,-0.999758,-0.000071,0,-0.775101,-0.016658,-0.631617,0,0.229191,-0.098013,0.061726,1,-0.980479,-0.02615,0.081528,0.125909,-1.130575,-0.246125,-0.929507,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186991,0.254921,0.326245,-0.470304,-2.596081,-0.080411,2.025407,0.571341,0.631465,0.013657,-0.775272,0,0.021538,-0.999758,-0.000068,0,-0.775101,-0.016655,-0.631618,0,0.229192,-0.098015,0.061726,1,-0.980473,-0.026162,0.081528,0.125909,-1.128016,-0.241032,-0.935461,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186992,0.254925,0.326241,-0.470305,-2.596086,-0.080407,2.025408,0.571341,0.631465,0.013657,-0.775272,0,0.021536,-0.999758,-0.00007,0,-0.7751,-0.016653,-0.631619,0,0.229191,-0.098013,0.061727,1,-0.980479,-0.026151,0.081528,0.125909,-1.12403,-0.23567,-0.940887,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186993,0.254923,0.326244,-0.4703,-2.596084,-0.080407,2.025408,0.57134,0.631464,0.01366,-0.775272,0,0.02154,-0.999758,-0.000072,0,-0.775101,-0.016654,-0.631618,0,0.229192,-0.098012,0.061726,1,-0.980476,-0.026148,0.081528,0.125909,-1.118943,-0.231852,-0.944444,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186994,0.254926,0.326248,-0.470302,-2.596083,-0.080406,2.025408,0.571344,0.631461,0.013656,-0.775275,0,0.021537,-0.999758,-0.000068,0,-0.775103,-0.016655,-0.631615,0,0.229191,-0.098012,0.061725,1,-0.980481,-0.026148,0.081528,0.12591,-1.113687,-0.230434,-0.943023,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186995,0.254926,0.326247,-0.470302,-2.596088,-0.080407,2.025408,0.571338,0.631459,0.013663,-0.775277,0,0.021542,-0.999758,-0.000073,0,-0.775105,-0.016655,-0.631613,0,0.229189,-0.098012,0.061725,1,-0.980493,-0.026147,0.081527,0.12591,-1.108764,-0.23135,-0.936539,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186996,0.254924,0.326245,-0.470305,-2.596089,-0.080407,2.025408,0.571338,0.63146,0.013659,-0.775276,0,0.021537,-0.999758,-0.000073,0,-0.775104,-0.016651,-0.631614,0,0.229189,-0.098013,0.061726,1,-0.980495,-0.026153,0.081527,0.12591,-1.102912,-0.233309,-0.930162,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186997,0.254923,0.326241,-0.470305,-2.596079,-0.080406,2.025408,0.571343,0.631471,0.013654,-0.775267,0,0.021533,-0.999759,-0.000068,0,-0.775096,-0.016651,-0.631625,0,0.229195,-0.098014,0.061727,1,-0.980458,-0.026158,0.081529,0.125909,-1.097955,-0.233409,-0.930405,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186999,0.254928,0.326245,-0.470302,-2.596081,-0.080405,2.025408,0.571341,0.631466,0.01366,-0.775271,0,0.021542,-0.999758,-0.00007,0,-0.775099,-0.016657,-0.63162,0,0.229194,-0.098012,0.061726,1,-0.980466,-0.026146,0.081529,0.125909,-1.096768,-0.228294,-0.943538,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187000,0.254923,0.326243,-0.4703,-2.596084,-0.080407,2.02541,0.571337,0.631466,0.013664,-0.775271,0,0.021542,-0.999758,-0.000074,0,-0.7751,-0.016655,-0.63162,0,0.229192,-0.098012,0.061726,1,-0.980474,-0.026147,0.081528,0.125909,-1.099433,-0.230265,-0.945608,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187001,0.254923,0.326241,-0.470305,-2.596084,-0.080405,2.025409,0.571338,0.631467,0.013658,-0.77527,0,0.021535,-0.999758,-0.000072,0,-0.775098,-0.01665,-0.631621,0,0.229192,-0.098013,0.061727,1,-0.980473,-0.026155,0.081528,0.125909,-1.099853,-0.232693,-0.949455,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187002,0.254926,0.326247,-0.470302,-2.596086,-0.080407,2.025408,0.571339,0.63146,0.013661,-0.775275,0,0.021541,-0.999758,-0.000071,0,-0.775104,-0.016655,-0.631614,0,0.22919,-0.098012,0.061725,1,-0.980486,-0.026148,0.081528,0.12591,-1.096845,-0.231409,-0.95338,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187003,0.254931,0.326249,-0.470304,-2.596086,-0.080408,2.025408,0.571337,0.631458,0.013665,-0.775277,0,0.021547,-0.999758,-0.000072,0,-0.775105,-0.01666,-0.631612,0,0.22919,-0.098012,0.061725,1,-0.980488,-0.026146,0.081527,0.12591,-1.094456,-0.230477,-0.949609,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187004,0.254923,0.326247,-0.470302,-2.596086,-0.080407,2.025408,0.571341,0.63146,0.013658,-0.775276,0,0.021537,-0.999758,-0.00007,0,-0.775104,-0.016653,-0.631614,0,0.22919,-0.098013,0.061725,1,-0.98049,-0.026151,0.081527,0.12591,-1.093871,-0.232503,-0.940331,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187005,0.254926,0.326245,-0.470303,-2.596087,-0.080406,2.025407,0.571337,0.631461,0.013662,-0.775275,0,0.02154,-0.999758,-0.000074,0,-0.775104,-0.016653,-0.631615,0,0.22919,-0.098012,0.061726,1,-0.980487,-0.026147,0.081527,0.12591,-1.092692,-0.23408,-0.933214,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187006,0.254924,0.326246,-0.470299,-2.596086,-0.080405,2.025408,0.571342,0.631461,0.013658,-0.775275,0,0.021538,-0.999758,-0.000071,0,-0.775104,-0.016653,-0.631615,0,0.22919,-0.098012,0.061725,1,-0.980485,-0.026144,0.081528,0.12591,-1.090525,-0.234655,-0.929615,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187007,0.25492,0.326249,-0.470299,-2.596084,-0.080407,2.025409,0.571338,0.631461,0.01366,-0.775275,0,0.021539,-0.999758,-0.000072,0,-0.775104,-0.016654,-0.631615,0,0.22919,-0.098013,0.061725,1,-0.980485,-0.026152,0.081528,0.12591,-1.089643,-0.235247,-0.927184,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187008,0.254925,0.326245,-0.470302,-2.596083,-0.080407,2.025408,0.571337,0.631464,0.013662,-0.775273,0,0.021542,-0.999758,-0.000073,0,-0.775101,-0.016655,-0.631617,0,0.229192,-0.098012,0.061726,1,-0.980476,-0.026149,0.081528,0.125909,-1.090287,-0.234805,-0.925125,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187009,0.254923,0.326239,-0.470301,-2.596083,-0.080407,2.025409,0.571342,0.631469,0.013659,-0.775268,0,0.021538,-0.999758,-0.000071,0,-0.775097,-0.016653,-0.631623,0,0.229194,-0.098012,0.061727,1,-0.980466,-0.026149,0.081529,0.125909,-1.090936,-0.233872,-0.928162,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187010,0.254926,0.326243,-0.470297,-2.596083,-0.080409,2.025407,0.571339,0.631464,0.013667,-0.775272,0,0.021548,-0.999758,-0.000073,0,-0.775101,-0.016659,-0.631618,0,0.229193,-0.098011,0.061726,1,-0.98047,-0.026141,0.081528,0.125909,-1.092123,-0.235015,-0.938222,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187011,0.25492,0.326244,-0.470302,-2.596086,-0.08041,2.025408,0.571338,0.631461,0.013661,-0.775274,0,0.02154,-0.999758,-0.000072,0,-0.775103,-0.016654,-0.631615,0,0.22919,-0.098014,0.061726,1,-0.980487,-0.026156,0.081527,0.12591,-1.093508,-0.237484,-0.949007,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187012,0.254929,0.326247,-0.470302,-2.596083,-0.080409,2.025408,0.57134,0.631462,0.013662,-0.775274,0,0.021545,-0.999758,-0.00007,0,-0.775103,-0.016659,-0.631616,0,0.229192,-0.098012,0.061726,1,-0.980478,-0.026148,0.081528,0.125909,-1.093193,-0.238531,-0.955032,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187013,0.254928,0.326247,-0.470304,-2.596086,-0.080408,2.025407,0.571341,0.631459,0.013659,-0.775276,0,0.021541,-0.999758,-0.000069,0,-0.775105,-0.016656,-0.631613,0,0.22919,-0.098013,0.061725,1,-0.980488,-0.02615,0.081527,0.12591,-1.091949,-0.238082,-0.954101,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187014,0.254923,0.326247,-0.470305,-2.596084,-0.080409,2.025406,0.571341,0.63146,0.013656,-0.775276,0,0.021536,-0.999758,-0.000069,0,-0.775104,-0.016654,-0.631614,0,0.22919,-0.098014,0.061726,1,-0.980487,-0.026159,0.081527,0.12591,-1.088709,-0.235879,-0.950195,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187015,0.254928,0.326249,-0.47031,-2.596086,-0.080407,2.025411,0.571339,0.631461,0.013655,-0.775275,0,0.021536,-0.999758,-0.000068,0,-0.775103,-0.016654,-0.631615,0,0.22919,-0.098014,0.061725,1,-0.980489,-0.02616,0.081527,0.12591,-1.082071,-0.230181,-0.956415,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187016,0.254928,0.326247,-0.470299,-2.596081,-0.080408,2.02541,0.571338,0.631466,0.013667,-0.775271,0,0.02155,-0.999758,-0.000072,0,-0.775099,-0.016662,-0.631619,0,0.229194,-0.098012,0.061725,1,-0.980466,-0.026144,0.081529,0.125909,-1.075055,-0.2237,-0.976784,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187017,0.254932,0.326244,-0.470298,-2.596078,-0.080404,2.02541,0.571339,0.63147,0.013667,-0.775267,0,0.021549,-0.999758,-0.000072,0,-0.775096,-0.016661,-0.631624,0,0.229196,-0.09801,0.061726,1,-0.980449,-0.026133,0.08153,0.125908,-1.0709,-0.225812,-1.002899,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187018,0.254935,0.326243,-0.470294,-2.596074,-0.0804,2.025409,0.571338,0.631474,0.013672,-0.775264,0,0.021555,-0.999758,-0.000074,0,-0.775092,-0.016664,-0.631628,0,0.2292,-0.098008,0.061726,1,-0.98043,-0.026121,0.081531,0.125908,-1.071174,-0.240039,-1.028299,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187019,0.254945,0.326239,-0.470288,-2.59607,-0.080393,2.025406,0.571335,0.631478,0.013684,-0.775261,0,0.021565,-0.999758,-0.000081,0,-0.775089,-0.016668,-0.631632,0,0.229204,-0.098003,0.061727,1,-0.980408,-0.026092,0.081532,0.125907,-1.076543,-0.266667,-1.047573,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187020,0.254943,0.326241,-0.470275,-2.596062,-0.080386,2.025406,0.571336,0.631482,0.013688,-0.775257,0,0.021569,-0.999758,-0.000083,0,-0.775086,-0.016669,-0.631636,0,0.229208,-0.097999,0.061727,1,-0.980383,-0.026071,0.081534,0.125906,-1.088497,-0.30918,-1.059177,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187021,0.254957,0.326239,-0.470267,-2.596054,-0.080374,2.025402,0.571341,0.631488,0.013693,-0.775253,0,0.021576,-0.999758,-0.000084,0,-0.775081,-0.016674,-0.631642,0,0.229214,-0.097992,0.061727,1,-0.980347,-0.026031,0.081536,0.125905,-1.110521,-0.365671,-1.066083,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187022,0.254961,0.326237,-0.470254,-2.596049,-0.080358,2.0254,0.571333,0.631493,0.013708,-0.775248,0,0.021583,-0.999757,-0.000097,0,-0.775076,-0.016671,-0.631648,0,0.229219,-0.097985,0.061727,1,-0.98032,-0.025992,0.081537,0.125904,-1.14356,-0.430327,-1.067029,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187023,0.254972,0.326234,-0.470242,-2.596036,-0.080334,2.025397,0.571337,0.631506,0.01371,-0.775238,0,0.021581,-0.999757,-0.000101,0,-0.775066,-0.016667,-0.631661,0,0.229229,-0.097976,0.061728,1,-0.980265,-0.025942,0.08154,0.125901,-1.179873,-0.49072,-1.059135,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187024,0.254983,0.326231,-0.470223,-2.596024,-0.080304,2.025393,0.571334,0.631517,0.013723,-0.775228,0,0.021584,-0.999757,-0.000115,0,-0.775057,-0.016661,-0.631672,0,0.229238,-0.097964,0.061728,1,-0.98021,-0.025873,0.081543,0.125899,-1.209045,-0.540215,-1.040798,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187025,0.254995,0.32623,-0.470199,-2.596009,-0.080269,2.025391,0.571331,0.631531,0.013738,-0.775217,0,0.021589,-0.999757,-0.000129,0,-0.775045,-0.016655,-0.631686,0,0.229249,-0.09795,0.061728,1,-0.980145,-0.025793,0.081547,0.125897,-1.233259,-0.588078,-1.010558,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187026,0.255001,0.326225,-0.47018,-2.596,-0.080224,2.025388,0.571333,0.631545,0.013736,-0.775205,0,0.021569,-0.999758,-0.000143,0,-0.775034,-0.016631,-0.6317,0,0.229258,-0.097937,0.061727,1,-0.980096,-0.025717,0.08155,0.125895,-1.257236,-0.636342,-0.978626,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187027,0.255016,0.326222,-0.470154,-2.595984,-0.080172,2.02539,0.571333,0.631567,0.013745,-0.775187,0,0.021562,-0.999758,-0.000159,0,-0.775017,-0.016615,-0.631722,0,0.229272,-0.09792,0.061726,1,-0.980014,-0.025617,0.081555,0.125892,-1.276137,-0.680304,-0.959112,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187028,0.255023,0.326215,-0.470128,-2.595974,-0.080114,2.025384,0.571334,0.631582,0.013745,-0.775174,0,0.021538,-0.999758,-0.000179,0,-0.775005,-0.016583,-0.631738,0,0.229282,-0.097902,0.061727,1,-0.979958,-0.025514,0.081558,0.12589,-1.285762,-0.722256,-0.952415,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187029,0.25503,0.326213,-0.470098,-2.595954,-0.080048,2.025383,0.571328,0.631606,0.013751,-0.775155,0,0.021516,-0.999759,-0.000203,0,-0.774986,-0.01655,-0.631762,0,0.229297,-0.097884,0.061725,1,-0.979872,-0.025409,0.081563,0.125887,-1.283079,-0.759116,-0.951332,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187030,0.255044,0.326202,-0.470065,-2.59594,-0.079976,2.025382,0.571335,0.631632,0.013751,-0.775134,0,0.02149,-0.999759,-0.000224,0,-0.774965,-0.016517,-0.631788,0,0.229312,-0.09786,0.061725,1,-0.979785,-0.025275,0.081567,0.125884,-1.266645,-0.783429,-0.952796,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187031,0.255047,0.326198,-0.470033,-2.595921,-0.079905,2.025381,0.57133,0.631657,0.013754,-0.775113,0,0.021462,-0.99976,-0.00025,0,-0.774946,-0.016477,-0.631813,0,0.229327,-0.097841,0.061724,1,-0.979699,-0.025163,0.081572,0.125881,-1.235703,-0.798253,-0.955643,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187032,0.255055,0.32619,-0.469996,-2.595906,-0.079828,2.025379,0.571334,0.631682,0.013753,-0.775093,0,0.021431,-0.999761,-0.000274,0,-0.774926,-0.016438,-0.631838,0,0.229342,-0.097817,0.061723,1,-0.979616,-0.025028,0.081577,0.125878,-1.188651,-0.805812,-0.950491,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187033,0.255062,0.326183,-0.46996,-2.595895,-0.079735,2.025379,0.571335,0.631708,0.013746,-0.775072,0,0.021383,-0.999762,-0.000303,0,-0.774907,-0.016382,-0.631863,0,0.229354,-0.097792,0.061721,1,-0.979541,-0.024883,0.081581,0.125875,-1.128596,-0.800722,-0.92487,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187034,0.255076,0.326175,-0.469922,-2.595873,-0.07964,2.025383,0.571335,0.631745,0.013746,-0.775042,0,0.021346,-0.999762,-0.000332,0,-0.774877,-0.016334,-0.6319,0,0.229375,-0.097765,0.06172,1,-0.979424,-0.024726,0.081588,0.125871,-1.061964,-0.779342,-0.881053,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187035,0.255082,0.326168,-0.469879,-2.595857,-0.079538,2.025384,0.571333,0.631776,0.013743,-0.775017,0,0.021298,-0.999763,-0.000367,0,-0.774854,-0.016275,-0.631931,0,0.229391,-0.097737,0.061718,1,-0.979332,-0.024565,0.081593,0.125867,-0.996982,-0.741941,-0.832523,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187036,0.2551,0.326159,-0.469839,-2.595833,-0.079431,2.025385,0.57133,0.631815,0.013746,-0.774985,0,0.021258,-0.999764,-0.000402,0,-0.774823,-0.016221,-0.63197,0,0.229413,-0.097706,0.061717,1,-0.979203,-0.02439,0.0816,0.125863,-0.941146,-0.692198,-0.782056,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187037,0.2551,0.326152,-0.469803,-2.595811,-0.079323,2.025385,0.571338,0.631851,0.013721,-0.774956,0,0.021187,-0.999766,-0.000427,0,-0.774795,-0.016149,-0.632006,0,0.229432,-0.097681,0.061715,1,-0.979099,-0.024245,0.081606,0.125859,-0.893709,-0.62794,-0.731017,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187038,0.255118,0.32614,-0.469753,-2.59579,-0.079211,2.025387,0.571332,0.631891,0.013733,-0.774923,0,0.021152,-0.999767,-0.00047,0,-0.774764,-0.016094,-0.632046,0,0.229454,-0.097647,0.061714,1,-0.978971,-0.024048,0.081613,0.125854,-0.848806,-0.548095,-0.696543,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187039,0.255128,0.32613,-0.469705,-2.595767,-0.079096,2.025387,0.571335,0.63193,0.013726,-0.774892,0,0.021098,-0.999768,-0.000504,0,-0.774733,-0.016031,-0.632085,0,0.229475,-0.097615,0.061712,1,-0.978848,-0.023863,0.08162,0.12585,-0.803859,-0.466224,-0.692417,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187040,0.255138,0.326121,-0.469655,-2.59574,-0.078972,2.025393,0.571331,0.631977,0.013724,-0.774853,0,0.021043,-0.999769,-0.000545,0,-0.774697,-0.015961,-0.632132,0,0.2295,-0.097581,0.06171,1,-0.978705,-0.023671,0.081628,0.125844,-0.759692,-0.392744,-0.711514,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187041,0.255145,0.326109,-0.469607,-2.595715,-0.078839,2.02539,0.571334,0.632019,0.013711,-0.774819,0,0.020972,-0.99977,-0.000585,0,-0.774664,-0.01588,-0.632174,0,0.229522,-0.097547,0.061709,1,-0.978576,-0.023472,0.081636,0.12584,-0.722906,-0.327174,-0.736716,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187042,0.25516,0.326097,-0.469549,-2.595684,-0.078704,2.025392,0.571335,0.63207,0.013709,-0.774777,0,0.020916,-0.999771,-0.000627,0,-0.774624,-0.015809,-0.632225,0,0.229551,-0.097508,0.061707,1,-0.978412,-0.023252,0.081645,0.125834,-0.702078,-0.266608,-0.756822,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
