"{""a_max"":0.8",acc_x_max:10,acc_y_max:10,control_mode:1,damping_ratio:1.414,deadzone_position:0.002,deadzone_velocity:0.0,drawing_force_threshold_high:-0.5,drawing_force_threshold_low:-1.5,driving_force:5,"ds_system_file:""../generated_ds/PShape_Final.onnx""",dz:0.0,eigen_0:150,eigen_1:300,experiment_timelimit:30,initial_cartesian_pose:[0.573126,-0.00323033,-0.819449,0,-0.00695561,-0.999966,-0.000922836,0,-0.819434,0.00622879,-0.57314,0,0.235074,-0.0658581,0.0674098,1],initial_joint_pose:[0.487182,0.395801,-0.603417,-2.5447,0.0725013,1.91511,0.538146],initial_x_ds:-0.75,initial_y_ds:-0.58,max_tank_level:100000,maximum_force:15,maximum_iteration_no:80,move_to_paper_start_time:5,"output_filename:""../result/Recording_""",randomize_initial_pose:false,randomize_radius:0.03,"robot_ip:""192.168.3.100""",rotational_stiffness:[80,80,80],system_scale:9.091,target_x_ds:0,target_y_ds:0,time_step:0.001,translational_stiffness:[0,0,500],use_gripper:false,v_max:0.15,v_x_max:1,v_y_max:1,velocity_scale:2,z_elevation:0.0}
9319761,0.479314,0.600627,-0.46647,-2.205014,0.20952,1.676161,0.581536,0.502218,-0.001725,-0.864728,0,-0.007765,-0.999957,-0.002515,0,-0.864703,0.007978,-0.50222,0,0.318442,-0.002018,0.058111,1,0.007899,0.000366,-0.030191,-0.002295,-2.922621,-0.491295,-1.18271,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319762,0.479315,0.600629,-0.466468,-2.205013,0.209519,1.676162,0.581541,0.502217,-0.001728,-0.864729,0,-0.007764,-0.999957,-0.002511,0,-0.864704,0.007975,-0.502219,0,0.318442,-0.002018,0.05811,1,0.007896,0.000369,-0.03018,-0.002297,-2.926088,-0.479451,-1.184199,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319763,0.479315,0.600627,-0.466466,-2.205023,0.20952,1.676162,0.581542,0.50221,-0.001729,-0.864733,0,-0.007766,-0.999957,-0.002511,0,-0.864708,0.007977,-0.502212,0,0.318437,-0.002017,0.058109,1,0.007855,0.000375,-0.030032,-0.002293,-2.928397,-0.467037,-1.18429,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319764,0.479315,0.600628,-0.466465,-2.205019,0.209523,1.676163,0.581542,0.502214,-0.001728,-0.86473,0,-0.007767,-0.999957,-0.002513,0,-0.864706,0.007978,-0.502216,0,0.318439,-0.002016,0.058109,1,0.007872,0.000384,-0.0301,-0.002305,-2.926445,-0.454418,-1.183314,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319765,0.479315,0.600619,-0.466468,-2.205018,0.209524,1.676163,0.581537,0.502222,-0.001721,-0.864726,0,-0.007766,-0.999957,-0.00252,0,-0.864701,0.007982,-0.502224,0,0.318442,-0.002016,0.058112,1,0.007898,0.000387,-0.030194,-0.002313,-2.922947,-0.441331,-1.185766,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319766,0.479317,0.600626,-0.466465,-2.205019,0.20952,1.676166,0.581539,0.502217,-0.001723,-0.864729,0,-0.00776,-0.999957,-0.002515,0,-0.864704,0.007973,-0.502219,0,0.31844,-0.002016,0.058109,1,0.007879,0.000388,-0.030126,-0.002309,-2.925494,-0.43071,-1.197894,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319767,0.479312,0.600622,-0.466465,-2.205016,0.209519,1.67616,0.581541,0.502218,-0.001724,-0.864728,0,-0.007764,-0.999957,-0.002516,0,-0.864703,0.007978,-0.50222,0,0.318442,-0.002017,0.058112,1,0.007895,0.000381,-0.030182,-0.002307,-2.940764,-0.424682,-1.218489,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319768,0.479312,0.600624,-0.466465,-2.205019,0.209519,1.676162,0.581546,0.502216,-0.001731,-0.864729,0,-0.007767,-0.999957,-0.00251,0,-0.864704,0.007977,-0.502218,0,0.31844,-0.002017,0.058111,1,0.007882,0.000376,-0.030131,-0.002299,-2.964796,-0.419501,-1.242656,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319769,0.47932,0.600627,-0.466465,-2.205022,0.209521,1.676162,0.581539,0.502212,-0.001722,-0.864732,0,-0.007758,-0.999957,-0.002515,0,-0.864707,0.007972,-0.502213,0,0.318438,-0.002015,0.058109,1,0.007861,0.000396,-0.030063,-0.002312,-2.986722,-0.415012,-1.261735,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319770,0.479315,0.600624,-0.46647,-2.205019,0.20952,1.676162,0.58154,0.502217,-0.001727,-0.864729,0,-0.007767,-0.999957,-0.002513,0,-0.864704,0.007978,-0.502219,0,0.31844,-0.002018,0.058111,1,0.007884,0.000368,-0.030135,-0.002293,-3.000976,-0.416225,-1.271076,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319771,0.479312,0.600629,-0.466468,-2.205016,0.209519,1.676163,0.581541,0.502215,-0.001729,-0.86473,0,-0.007767,-0.999957,-0.002511,0,-0.864705,0.007977,-0.502216,0,0.31844,-0.002019,0.058109,1,0.007882,0.000361,-0.030126,-0.002286,-3.008736,-0.422588,-1.274912,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319772,0.479315,0.600624,-0.466466,-2.205016,0.209519,1.676165,0.581542,0.50222,-0.001726,-0.864727,0,-0.007762,-0.999957,-0.002512,0,-0.864702,0.007974,-0.502222,0,0.318442,-0.002017,0.05811,1,0.007896,0.000379,-0.030184,-0.002305,-3.012178,-0.430315,-1.275614,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319773,0.47932,0.600627,-0.466465,-2.205016,0.20952,1.676163,0.581541,0.502216,-0.001722,-0.864729,0,-0.007757,-0.999957,-0.002513,0,-0.864704,0.00797,-0.502218,0,0.318441,-0.002015,0.05811,1,0.007886,0.000398,-0.030153,-0.00232,-3.011079,-0.44081,-1.274619,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319774,0.479312,0.600628,-0.466466,-2.205016,0.209519,1.676164,0.581536,0.502217,-0.001723,-0.864729,0,-0.007762,-0.999957,-0.002516,0,-0.864704,0.007976,-0.502219,0,0.318441,-0.002018,0.058109,1,0.007888,0.000369,-0.030151,-0.002295,-3.006158,-0.45126,-1.269857,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319775,0.47932,0.600624,-0.466468,-2.205016,0.209521,1.676163,0.581537,0.50222,-0.00172,-0.864727,0,-0.007758,-0.999957,-0.002517,0,-0.864703,0.007973,-0.502221,0,0.318442,-0.002016,0.058111,1,0.007895,0.000392,-0.030184,-0.002316,-2.99907,-0.454381,-1.26213,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319776,0.479318,0.600624,-0.466461,-2.205011,0.209519,1.676164,0.581537,0.502223,-0.001714,-0.864726,0,-0.007752,-0.999957,-0.00252,0,-0.864701,0.007969,-0.502224,0,0.318444,-0.002013,0.05811,1,0.007913,0.000412,-0.030258,-0.002338,-2.990585,-0.454051,-1.25777,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319777,0.479315,0.600627,-0.466465,-2.205011,0.20952,1.676161,0.581539,0.502219,-0.001722,-0.864727,0,-0.00776,-0.999957,-0.002516,0,-0.864703,0.007974,-0.502221,0,0.318443,-0.002016,0.05811,1,0.007908,0.000386,-0.030229,-0.002313,-2.982378,-0.453025,-1.2557,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319778,0.479315,0.60063,-0.466465,-2.205018,0.209524,1.676162,0.581541,0.502213,-0.001727,-0.864731,0,-0.007766,-0.999957,-0.002513,0,-0.864706,0.007978,-0.502215,0,0.318439,-0.002016,0.058109,1,0.007873,0.000385,-0.030102,-0.002305,-2.974465,-0.444926,-1.249358,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319779,0.479317,0.600624,-0.466462,-2.205016,0.20952,1.676164,0.581544,0.502219,-0.001724,-0.864728,0,-0.007759,-0.999957,-0.002513,0,-0.864703,0.007972,-0.50222,0,0.318441,-0.002014,0.05811,1,0.007893,0.000403,-0.030181,-0.002325,-2.96498,-0.43175,-1.239048,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319780,0.479312,0.60063,-0.466467,-2.205016,0.209521,1.676162,0.581538,0.502215,-0.001727,-0.86473,0,-0.007766,-0.999957,-0.002514,0,-0.864705,0.007978,-0.502216,0,0.31844,-0.002018,0.058109,1,0.007881,0.000366,-0.030127,-0.002291,-2.955205,-0.417967,-1.229203,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319781,0.479315,0.600624,-0.466463,-2.205016,0.209522,1.676162,0.581541,0.502218,-0.001723,-0.864728,0,-0.007763,-0.999957,-0.002516,0,-0.864703,0.007977,-0.502219,0,0.318441,-0.002015,0.05811,1,0.007892,0.000397,-0.030175,-0.00232,-2.948602,-0.402035,-1.212405,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319782,0.479315,0.600624,-0.466463,-2.20502,0.209522,1.676163,0.581541,0.502216,-0.001722,-0.864729,0,-0.007762,-0.999957,-0.002516,0,-0.864704,0.007976,-0.502218,0,0.31844,-0.002015,0.05811,1,0.007878,0.000397,-0.030124,-0.002317,-2.945314,-0.38693,-1.180791,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319783,0.479316,0.60063,-0.466467,-2.205017,0.209522,1.676163,0.581538,0.502215,-0.001725,-0.86473,0,-0.007763,-0.999957,-0.002514,0,-0.864705,0.007976,-0.502216,0,0.31844,-0.002017,0.058109,1,0.00788,0.000378,-0.030124,-0.002301,-2.942775,-0.374431,-1.141001,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319784,0.479315,0.600628,-0.466463,-2.205019,0.209521,1.676163,0.581536,0.502213,-0.001719,-0.864731,0,-0.007759,-0.999957,-0.002518,0,-0.864706,0.007974,-0.502215,0,0.318439,-0.002016,0.058109,1,0.007871,0.00039,-0.030098,-0.002309,-2.941109,-0.361731,-1.101202,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319785,0.479317,0.600625,-0.466468,-2.205017,0.209519,1.676166,0.581542,0.50222,-0.001727,-0.864727,0,-0.007762,-0.999957,-0.002511,0,-0.864702,0.007974,-0.502222,0,0.318442,-0.002017,0.05811,1,0.007894,0.000379,-0.030177,-0.002304,-2.940561,-0.348719,-1.069265,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319786,0.479316,0.600622,-0.466467,-2.205017,0.20952,1.676164,0.581541,0.502222,-0.001725,-0.864726,0,-0.007764,-0.999957,-0.002514,0,-0.864701,0.007976,-0.502223,0,0.318442,-0.002017,0.058111,1,0.0079,0.000381,-0.030199,-0.002308,-2.939864,-0.33636,-1.053313,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319787,0.479318,0.600622,-0.466466,-2.205019,0.20952,1.676164,0.581542,0.502219,-0.001724,-0.864728,0,-0.007761,-0.999957,-0.002514,0,-0.864703,0.007974,-0.50222,0,0.318441,-0.002016,0.058111,1,0.007887,0.000391,-0.030154,-0.002313,-2.943121,-0.328857,-1.054879,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319788,0.479317,0.600621,-0.46646,-2.205016,0.20952,1.676161,0.581537,0.502218,-0.001713,-0.864728,0,-0.007754,-0.999957,-0.002522,0,-0.864703,0.007972,-0.50222,0,0.318441,-0.002013,0.058111,1,0.007893,0.000414,-0.030183,-0.002335,-2.956527,-0.330747,-1.07136,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319789,0.479316,0.600627,-0.466468,-2.205014,0.209521,1.676162,0.581543,0.502219,-0.001729,-0.864728,0,-0.007765,-0.999957,-0.002511,0,-0.864703,0.007976,-0.502221,0,0.318442,-0.002017,0.05811,1,0.0079,0.000378,-0.030197,-0.002305,-2.977834,-0.337456,-1.096203,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319790,0.479317,0.600624,-0.466468,-2.205021,0.209522,1.676162,0.581542,0.502215,-0.001728,-0.86473,0,-0.007766,-0.999957,-0.002513,0,-0.864705,0.007977,-0.502216,0,0.318439,-0.002017,0.05811,1,0.007872,0.000384,-0.030097,-0.002304,-2.998912,-0.340483,-1.121483,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319791,0.479316,0.600622,-0.466465,-2.205017,0.209521,1.676162,0.581539,0.50222,-0.001721,-0.864727,0,-0.007762,-0.999957,-0.002518,0,-0.864702,0.007977,-0.502221,0,0.318441,-0.002016,0.058111,1,0.007894,0.000392,-0.03018,-0.002316,-3.013272,-0.339934,-1.145995,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319792,0.47932,0.600624,-0.466462,-2.205019,0.209524,1.676163,0.581535,0.502216,-0.001714,-0.864729,0,-0.007756,-0.999957,-0.002522,0,-0.864704,0.007974,-0.502218,0,0.31844,-0.002013,0.05811,1,0.007879,0.000415,-0.030135,-0.002333,-3.019749,-0.342235,-1.169551,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319793,0.479318,0.600622,-0.466465,-2.205014,0.209521,1.676163,0.581542,0.502222,-0.001723,-0.864726,0,-0.007761,-0.999957,-0.002515,0,-0.864701,0.007974,-0.502223,0,0.318443,-0.002015,0.058111,1,0.007906,0.000399,-0.030227,-0.002325,-3.020817,-0.348183,-1.190094,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319794,0.479316,0.600624,-0.46647,-2.205019,0.20952,1.676163,0.581543,0.502217,-0.00173,-0.864729,0,-0.007767,-0.999957,-0.00251,0,-0.864704,0.007977,-0.502219,0,0.31844,-0.002018,0.058111,1,0.007883,0.000369,-0.030133,-0.002294,-3.018201,-0.351703,-1.207681,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319795,0.479315,0.600622,-0.46647,-2.205019,0.20952,1.676163,0.581539,0.502219,-0.001727,-0.864728,0,-0.007767,-0.999957,-0.002514,0,-0.864703,0.007979,-0.50222,0,0.318441,-0.002018,0.058111,1,0.007886,0.000368,-0.030146,-0.002293,-3.011926,-0.349815,-1.221996,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319796,0.479315,0.600627,-0.466465,-2.20502,0.209521,1.676163,0.581538,0.502214,-0.001723,-0.86473,0,-0.007762,-0.999957,-0.002516,0,-0.864706,0.007976,-0.502216,0,0.318439,-0.002017,0.058109,1,0.007872,0.00038,-0.030098,-0.002301,-3.002547,-0.346847,-1.230608,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319797,0.479312,0.600627,-0.466466,-2.205017,0.209521,1.676163,0.581544,0.502217,-0.001731,-0.864729,0,-0.007768,-0.999957,-0.002511,0,-0.864704,0.007979,-0.502218,0,0.318441,-0.002018,0.05811,1,0.007885,0.000373,-0.030142,-0.002297,-2.992667,-0.345327,-1.231104,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319798,0.479315,0.600625,-0.466468,-2.205017,0.209522,1.676163,0.581543,0.502218,-0.001729,-0.864728,0,-0.007767,-0.999957,-0.002512,0,-0.864703,0.007978,-0.50222,0,0.318441,-0.002017,0.05811,1,0.007888,0.000378,-0.030155,-0.002302,-2.98403,-0.344024,-1.226316,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319799,0.47932,0.600624,-0.466468,-2.205016,0.209521,1.676163,0.581546,0.50222,-0.001729,-0.864727,0,-0.007764,-0.999957,-0.00251,0,-0.864702,0.007974,-0.502221,0,0.318442,-0.002016,0.058111,1,0.007896,0.000391,-0.030188,-0.002315,-2.976207,-0.345465,-1.222421,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319800,0.479318,0.600622,-0.466471,-2.205022,0.209524,1.676163,0.581541,0.502218,-0.001728,-0.864728,0,-0.007769,-0.999957,-0.002514,0,-0.864703,0.007981,-0.50222,0,0.31844,-0.002017,0.058111,1,0.007878,0.000379,-0.030118,-0.002301,-2.967893,-0.349779,-1.223961,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319801,0.479316,0.600624,-0.466466,-2.20502,0.209521,1.676163,0.581537,0.502216,-0.001721,-0.86473,0,-0.007762,-0.999957,-0.002518,0,-0.864705,0.007977,-0.502217,0,0.31844,-0.002016,0.05811,1,0.007876,0.000384,-0.030115,-0.002305,-2.957609,-0.352516,-1.229422,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319802,0.47932,0.60062,-0.466465,-2.205019,0.209518,1.676164,0.581541,0.50222,-0.001719,-0.864727,0,-0.007756,-0.999957,-0.002516,0,-0.864702,0.00797,-0.502222,0,0.318441,-0.002015,0.058111,1,0.007891,0.0004,-0.030172,-0.002322,-2.945591,-0.355057,-1.234211,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319803,0.479313,0.600624,-0.466466,-2.205019,0.20952,1.676163,0.581542,0.502218,-0.001727,-0.864728,0,-0.007767,-0.999957,-0.002513,0,-0.864704,0.007979,-0.502219,0,0.31844,-0.002017,0.05811,1,0.007884,0.000375,-0.03014,-0.002299,-2.934221,-0.356736,-1.237882,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319804,0.479316,0.600624,-0.466468,-2.205019,0.209522,1.676163,0.581545,0.502217,-0.00173,-0.864729,0,-0.007768,-0.999957,-0.00251,0,-0.864704,0.007978,-0.502219,0,0.31844,-0.002017,0.05811,1,0.007882,0.000379,-0.030132,-0.002302,-2.924939,-0.353677,-1.249629,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319805,0.479318,0.600624,-0.466467,-2.20502,0.209522,1.676163,0.581539,0.502216,-0.001723,-0.864729,0,-0.007763,-0.999957,-0.002516,0,-0.864704,0.007976,-0.502218,0,0.31844,-0.002016,0.05811,1,0.007879,0.000387,-0.030124,-0.002308,-2.916237,-0.351946,-1.280036,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319806,0.47932,0.600627,-0.466466,-2.20502,0.209521,1.676164,0.581542,0.502215,-0.001725,-0.86473,0,-0.007761,-0.999957,-0.002512,0,-0.864705,0.007973,-0.502216,0,0.318439,-0.002016,0.058109,1,0.007872,0.000393,-0.030102,-0.002312,-2.906974,-0.356785,-1.319051,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319807,0.479316,0.600619,-0.46647,-2.205019,0.209521,1.676162,0.581542,0.502221,-0.001728,-0.864727,0,-0.007768,-0.999957,-0.002514,0,-0.864702,0.00798,-0.502222,0,0.318441,-0.002017,0.058112,1,0.007893,0.000376,-0.030172,-0.002302,-2.898108,-0.363197,-1.35464,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319808,0.479315,0.600624,-0.466463,-2.205022,0.209522,1.676163,0.581542,0.502213,-0.001725,-0.864731,0,-0.007765,-0.999957,-0.002515,0,-0.864706,0.007978,-0.502215,0,0.318438,-0.002016,0.05811,1,0.007865,0.000392,-0.030076,-0.00231,-2.890644,-0.366699,-1.384911,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319809,0.479318,0.600627,-0.466468,-2.20502,0.209521,1.676163,0.581539,0.502214,-0.001725,-0.864731,0,-0.007763,-0.999957,-0.002514,0,-0.864706,0.007975,-0.502215,0,0.318439,-0.002017,0.058109,1,0.007871,0.000382,-0.030094,-0.002302,-2.884776,-0.367714,-1.401435,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319810,0.479316,0.600633,-0.466468,-2.205021,0.209521,1.676163,0.581536,0.502209,-0.001726,-0.864734,0,-0.007764,-0.999957,-0.002513,0,-0.864709,0.007976,-0.50221,0,0.318437,-0.002018,0.058108,1,0.007853,0.000366,-0.030023,-0.002284,-2.881155,-0.366345,-1.397982,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319811,0.479318,0.600627,-0.466468,-2.205019,0.209521,1.676163,0.581537,0.502215,-0.001723,-0.86473,0,-0.007761,-0.999957,-0.002515,0,-0.864705,0.007975,-0.502217,0,0.31844,-0.002017,0.05811,1,0.007876,0.00038,-0.030112,-0.002301,-2.881108,-0.356203,-1.382901,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319812,0.479318,0.60063,-0.466465,-2.205017,0.209521,1.676167,0.581542,0.502217,-0.001726,-0.864729,0,-0.007761,-0.999957,-0.002511,0,-0.864704,0.007972,-0.502218,0,0.31844,-0.002016,0.058108,1,0.007882,0.000388,-0.030138,-0.00231,-2.88564,-0.333632,-1.367114,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319813,0.479317,0.600625,-0.466468,-2.20502,0.209521,1.676164,0.581536,0.502218,-0.001721,-0.864728,0,-0.007762,-0.999957,-0.002518,0,-0.864704,0.007976,-0.502219,0,0.31844,-0.002017,0.05811,1,0.007881,0.00038,-0.03013,-0.002303,-2.893193,-0.305899,-1.352516,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319814,0.479318,0.600622,-0.466466,-2.20502,0.209521,1.676163,0.581539,0.502218,-0.001721,-0.864728,0,-0.007761,-0.999957,-0.002517,0,-0.864703,0.007975,-0.50222,0,0.31844,-0.002015,0.058111,1,0.007883,0.000394,-0.030142,-0.002315,-2.899947,-0.280682,-1.341791,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319815,0.47931,0.60063,-0.466468,-2.20502,0.209521,1.676163,0.581536,0.502213,-0.001727,-0.864731,0,-0.007769,-0.999957,-0.002515,0,-0.864706,0.007981,-0.502214,0,0.318438,-0.00202,0.058109,1,0.007866,0.000354,-0.030068,-0.002277,-2.904285,-0.258966,-1.332443,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319816,0.479313,0.600627,-0.466468,-2.205022,0.209521,1.676162,0.581539,0.502212,-0.001729,-0.864732,0,-0.007769,-0.999957,-0.002513,0,-0.864707,0.00798,-0.502213,0,0.318438,-0.002019,0.058109,1,0.00786,0.000362,-0.030049,-0.002283,-2.906089,-0.239366,-1.315907,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319817,0.479312,0.600624,-0.466469,-2.205019,0.209521,1.676163,0.581541,0.502217,-0.001729,-0.864729,0,-0.007769,-0.999957,-0.002513,0,-0.864704,0.00798,-0.502219,0,0.31844,-0.002019,0.05811,1,0.007883,0.000365,-0.030132,-0.00229,-2.906179,-0.224912,-1.297245,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319818,0.479315,0.600627,-0.466468,-2.205022,0.209521,1.676163,0.581543,0.502213,-0.001731,-0.864731,0,-0.007768,-0.999957,-0.00251,0,-0.864706,0.007978,-0.502214,0,0.318438,-0.002018,0.058109,1,0.007863,0.000368,-0.030062,-0.002288,-2.906894,-0.218223,-1.283337,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319819,0.479315,0.600624,-0.466462,-2.20502,0.209521,1.676162,0.581537,0.502214,-0.001719,-0.86473,0,-0.00776,-0.999957,-0.002519,0,-0.864705,0.007975,-0.502216,0,0.318439,-0.002015,0.05811,1,0.007874,0.000395,-0.03011,-0.002314,-2.908735,-0.220626,-1.27219,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319820,0.479318,0.600628,-0.466467,-2.205017,0.209521,1.676163,0.581537,0.502215,-0.001722,-0.86473,0,-0.00776,-0.999957,-0.002516,0,-0.864705,0.007974,-0.502217,0,0.31844,-0.002017,0.05811,1,0.007881,0.000383,-0.030131,-0.002305,-2.911743,-0.233902,-1.260749,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319821,0.47931,0.600629,-0.466466,-2.205019,0.209517,1.676165,0.581541,0.502214,-0.001729,-0.86473,0,-0.007766,-0.999957,-0.002511,0,-0.864706,0.007976,-0.502216,0,0.318439,-0.002019,0.058109,1,0.007873,0.000357,-0.030093,-0.002281,-2.916373,-0.250856,-1.246244,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319822,0.479318,0.60063,-0.466468,-2.205014,0.209521,1.676163,0.581541,0.502218,-0.001726,-0.864728,0,-0.007762,-0.999957,-0.002511,0,-0.864704,0.007973,-0.502219,0,0.318441,-0.002017,0.058109,1,0.007893,0.000381,-0.030175,-0.002306,-2.923155,-0.265053,-1.230717,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319823,0.479318,0.600627,-0.466467,-2.205017,0.20952,1.676165,0.581542,0.502218,-0.001727,-0.864728,0,-0.007762,-0.999957,-0.002511,0,-0.864703,0.007973,-0.50222,0,0.318441,-0.002017,0.058109,1,0.007889,0.000382,-0.030159,-0.002306,-2.931394,-0.2809,-1.219476,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319824,0.479318,0.60063,-0.466468,-2.205015,0.20952,1.676163,0.581535,0.502217,-0.001721,-0.864729,0,-0.007759,-0.999957,-0.002516,0,-0.864704,0.007973,-0.502218,0,0.318441,-0.002017,0.058109,1,0.00789,0.00038,-0.030162,-0.002304,-2.942721,-0.308888,-1.215045,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319825,0.479316,0.600624,-0.466465,-2.205016,0.209521,1.676163,0.581543,0.502219,-0.001726,-0.864728,0,-0.007764,-0.999957,-0.002513,0,-0.864703,0.007976,-0.50222,0,0.318441,-0.002016,0.05811,1,0.007893,0.000388,-0.030177,-0.002312,-2.961422,-0.355612,-1.219729,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319826,0.479316,0.600622,-0.466469,-2.205025,0.209521,1.676162,0.581542,0.502214,-0.001729,-0.864731,0,-0.007769,-0.999957,-0.002513,0,-0.864706,0.00798,-0.502215,0,0.318438,-0.002018,0.058111,1,0.007861,0.000375,-0.030054,-0.002294,-2.981979,-0.409061,-1.233679,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319827,0.479316,0.600622,-0.466468,-2.20502,0.209519,1.676164,0.581539,0.502219,-0.001724,-0.864728,0,-0.007763,-0.999957,-0.002515,0,-0.864703,0.007976,-0.502221,0,0.318441,-0.002017,0.058111,1,0.007886,0.000376,-0.030147,-0.002301,-2.996469,-0.453014,-1.252119,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319828,0.479321,0.600625,-0.466468,-2.205024,0.209521,1.676164,0.581537,0.502213,-0.001722,-0.864731,0,-0.00776,-0.999957,-0.002515,0,-0.864706,0.007974,-0.502215,0,0.318438,-0.002016,0.05811,1,0.00786,0.000385,-0.030055,-0.002302,-3.00551,-0.485242,-1.266252,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319829,0.479318,0.600621,-0.46647,-2.205023,0.209522,1.676162,0.581544,0.502216,-0.00173,-0.864729,0,-0.007768,-0.999957,-0.002511,0,-0.864704,0.007979,-0.502218,0,0.318439,-0.002017,0.058111,1,0.007872,0.00038,-0.030096,-0.0023,-3.009804,-0.506824,-1.271959,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
